mois,jour,heure,consommation,prevision_1,prevision_0,fioul,charbon,gaz,nucleaire,eolien,solaire,hydraulique,pompage,bioenergies,echanges_physiques,taux_co2,echanges_angleterre,echanges_espagne,echanges_italie,echanges_suisse,echanges_allemagne_belgique,fioul_tac,fioul_cogen,fioul_autres,gaz_tac,gaz_cogen,gaz_ccg,gaz_autres,hydro_ecluses,hydro_lacs,hydro_turbines,bio_dechets,bio_biomasse,bio_biogaz
1,1,10,55451,54525,55450,174,28,3125,50791.5,1733.5,732.5,3881,-2726.5,1208,-6992.0,53.0,-3506.0,-4800.0,-1600.0,-6002.0,9908.0,40.0,166.0,108.0,10.0,5090.0,904.0,247.0,6386.0,1377.0,0.0,1151.0,663.0,601.0
1,1,11,57437,56650,57512.5,173,23,3167.5,51622,1656,1237,4169,-2786.5,1209,-6067.0,52.0,-3704.0,-4800.0,-964.0,-5754.0,10064.0,40.0,166.0,109.0,10.0,5100.0,993.0,232.0,6463.0,1877.0,0.0,1147.0,669.0,601.0
1,1,12,59831,59100,60137.5,171.5,25.5,3131,52390,1771.5,1527,4526.5,-1945,1215,-5964.0,50.0,-4000.0,-4800.0,114.0,-5804.0,9376.0,38.0,165.0,108.0,9.0,5099.0,917.0,237.0,6422.0,2631.0,0.0,1158.0,665.0,607.0
1,1,13,61256.5,58900,60412.5,171,26,3154.5,52632.5,2057.5,1610,4510,-1440.5,1211.5,-5355.0,49.0,-4000.0,-4800.0,1192.0,-5894.0,9156.0,38.0,164.0,108.0,10.0,5119.0,940.0,240.0,6276.0,2744.0,1.0,1152.0,668.0,605.0
1,1,14,59198.5,56225,58725,173.5,19,3152.5,52696.5,2272.5,1455,3963.5,-2395,1204,-6684.0,50.0,-4000.0,-4800.0,-2530.0,-6002.0,10030.0,38.0,166.0,108.0,9.0,5117.0,937.0,242.0,5890.0,2038.0,0.0,1149.0,656.0,603.0
1,1,15,57521.5,53825,56775,173.5,15.5,3184.5,53025.5,2307,1031.5,3437.5,-2905,1205,-7909.0,52.0,-4000.0,-4800.0,-3734.0,-6002.0,10862.0,39.0,166.0,108.0,10.0,5105.0,1004.0,250.0,5947.0,930.0,0.0,1155.0,651.0,606.0
1,1,16,57018.5,53850,56287.5,173.5,11.5,3178.5,53275.5,2254.5,447.5,3387.5,-2876.5,1203.5,-8076.0,52.0,-4000.0,-4800.0,-3734.0,-6002.0,11190.0,40.0,166.0,108.0,9.0,5099.0,998.0,251.0,5711.0,1066.0,0.0,1153.0,652.0,603.0
1,1,17,58724,57325,59175,173.5,12,3097,54246,2358,49,3795,-2190.5,1208,-8049.0,49.0,-4000.0,-3576.0,-4152.0,-4606.0,9436.0,40.0,166.0,108.0,10.0,5124.0,810.0,249.0,6113.0,1477.0,0.0,1156.0,655.0,606.0
1,1,18,62594.5,61450,62900,175.5,11,3280.5,55157.5,2567.5,6,5239.5,-256.5,1199,-9571.0,47.0,-4000.0,-5270.0,-4792.0,-4150.0,7564.0,40.0,168.0,108.0,9.0,5176.0,1111.0,266.0,7448.0,2073.0,958.0,1159.0,637.0,602.0
1,1,19,64336.5,63237.5,64300,177,10.5,3526.5,55742.5,2753,0,6714,-49.5,1200.5,-11477.0,48.0,-4000.0,-6334.0,-4498.0,-2990.0,7114.0,40.0,167.0,109.0,10.0,5191.0,1575.0,276.0,8407.0,2741.0,2280.0,1161.0,642.0,598.0
1,1,20,63697,62337.5,63100,176.5,11,3590,55826,2884.5,-1,5912.5,-314,1193.5,-11166.0,50.0,-4000.0,-6800.0,-4798.0,-4014.0,8944.0,40.0,168.0,108.0,10.0,5246.0,1650.0,274.0,8111.0,2620.0,1093.0,1155.0,636.0,597.0
1,1,21,61554,60162.5,60625,178.5,10.5,3278,55778.5,3183,-1,5285,-1739.5,1194,-11222.0,48.0,-4000.0,-4800.0,-4798.0,-4230.0,7042.0,40.0,168.0,111.0,10.0,5287.0,985.0,275.0,7348.0,2890.0,331.0,1153.0,640.0,595.0
1,1,22,60292,60050,60212.5,178.5,8.5,3342.5,55196,3351.5,-1,4510.5,-1969,1208,-11067.0,49.0,-3736.0,-4800.0,-4428.0,-4232.0,6918.0,40.0,168.0,108.0,10.0,5296.0,1120.0,261.0,6779.0,1899.0,344.0,1159.0,661.0,596.0
1,1,23,62636,62737.5,62787.5,179.5,4.5,3517.5,55257,3265,-1,4646.5,-744,1208,-9393.0,50.0,-1298.0,-4800.0,-2404.0,-5308.0,6826.0,40.0,168.0,109.0,10.0,5298.0,1471.0,258.0,6287.0,2527.0,479.0,1163.0,654.0,599.0
1,2,0,61275.5,60137.5,59750,180.5,4.5,3522.5,55351.5,3510.5,-1,3542,-2159,1209.5,-7772.0,52.0,-2990.0,-4644.0,-2826.0,-4250.0,6916.0,40.0,168.0,108.0,10.0,5277.0,1496.0,263.0,5537.0,1547.0,0.0,1172.0,651.0,597.0
1,2,1,57813.5,58000,57450,182.5,8.5,3328,54289,3629,-1,3075.5,-2969,1209,-9876.0,52.0,-3802.0,-4594.0,-2712.0,-5750.0,7136.0,40.0,168.0,108.0,10.0,5260.0,1139.0,248.0,4920.0,1232.0,-1.0,1176.0,651.0,593.0
1,2,2,56917,57125,55975,182,12,3177,54142,3664.5,-1,2879.5,-2777.5,1208.5,-11136.0,50.0,-3802.0,-4800.0,-3344.0,-5882.0,6640.0,40.0,170.0,108.0,9.0,5242.0,850.0,252.0,4571.0,1189.0,0.0,1172.0,653.0,591.0
1,2,3,54672,55112.5,53562.5,180,10,3187.5,52322,3569,-1,2998,-2850,1201.5,-11888.0,52.0,-3802.0,-4800.0,-3744.0,-5970.0,6880.0,40.0,171.0,108.0,9.0,5244.0,867.0,256.0,4556.0,1442.0,0.0,1161.0,655.0,585.0
1,2,4,53535.5,54850,52937.5,189.5,6.5,3139.5,51792.5,3388.5,-1,2822.5,-3067.5,1185.5,-11840.0,52.0,-3802.0,-4800.0,-3744.0,-5690.0,6914.0,40.0,172.0,127.0,8.0,5251.0,769.0,250.0,4601.0,1045.0,0.0,1141.0,653.0,577.0
1,2,5,54879,57012.5,54675,234.5,6.5,3356,52664.5,3311.5,-1,2927,-2933.5,1187.5,-11749.0,54.0,-3802.0,-4800.0,-4864.0,-5500.0,7588.0,40.0,171.0,218.0,9.0,5299.0,1146.0,259.0,4634.0,1221.0,0.0,1137.0,662.0,577.0
1,2,6,58498,61050,58675,389.5,7,3942.5,54710,3243.5,-1,3315,-2135.5,1179.5,-12303.0,61.0,-4000.0,-3034.0,-5986.0,-5480.0,6950.0,40.0,172.0,526.0,8.0,5345.0,2282.0,251.0,4865.0,1766.0,0.0,1120.0,658.0,581.0
1,2,7,62766,65587.5,62925,494.5,7.5,5011.5,55423.5,3171,-1,3938,-714,1175,-11478.0,71.0,-4000.0,-3262.0,-5190.0,-4774.0,7090.0,39.0,173.0,740.0,8.0,5460.0,4299.0,255.0,5778.0,2100.0,0.0,1116.0,651.0,584.0
1,2,8,66750.5,69287.5,66487.5,497,14.5,6535,56046,3284.5,2.5,4410.5,-563.5,1174,-9300.0,84.0,0.0,-5488.0,-5190.0,-4348.0,7244.0,40.0,195.0,726.0,8.0,5558.0,7248.0,256.0,6661.0,2161.0,0.0,1112.0,651.0,586.0
1,2,9,68706,71137.5,68187.5,566,22.5,7201,56209,3147.5,267,5560,-290.5,1167,-10288.0,89.0,-3202.0,-6224.0,-5190.0,-3664.0,7258.0,39.0,186.0,871.0,8.0,5540.0,8608.0,245.0,7643.0,2715.0,762.0,1113.0,644.0,575.0
1,2,10,69939,72700,69150,579,22.5,7670,56214,2981,1029.5,6404,-11,1162.5,-12224.0,91.0,-3992.0,-6368.0,-5190.0,-3292.0,6758.0,39.0,196.0,893.0,-2.0,5495.0,9606.0,242.0,8073.0,3417.0,1318.0,1124.0,635.0,566.0
1,2,11,70535,73287.5,69762.5,588.5,23,7747,56229,2799.5,1969,6097.5,-11,1164.5,-12141.0,92.0,-3758.0,-5598.0,-5190.0,-3250.0,6726.0,38.0,196.0,909.0,-2.0,5525.0,9719.0,253.0,8092.0,3325.0,779.0,1123.0,635.0,570.0
1,2,12,71682.5,74162.5,71300,588,20.5,7640.5,56251.5,2884.5,2658.5,5874.5,-13,1172.5,-10788.0,90.0,-3984.0,-4852.0,-2198.0,-3992.0,5616.0,38.0,196.0,909.0,3.0,5540.0,9506.0,232.0,7727.0,3029.0,991.0,1127.0,641.0,576.0
1,2,13,71815,73375,70837.5,593.5,18,7746.5,56180.5,3079.5,2712.5,5897,-32,1180,-11121.0,91.0,-4000.0,-5746.0,-3408.0,-4576.0,6936.0,38.0,196.0,923.0,8.0,5560.0,9692.0,233.0,7247.0,3083.0,1464.0,1139.0,637.0,585.0
1,2,14,70227.5,71337.5,69375,593.5,20,7761,56128.5,3318.5,2536,5610.5,-366,1181.5,-13114.0,91.0,-4000.0,-6766.0,-5190.0,-5114.0,7244.0,38.0,196.0,922.0,9.0,5517.0,9764.0,232.0,7031.0,2616.0,1575.0,1144.0,631.0,588.0
1,2,15,68239,69100,67050,592.5,28,7777,56101.5,3517,1883,5185.5,-363.5,1191.5,-15346.0,92.0,-4000.0,-5478.0,-5364.0,-5142.0,3837.0,39.0,193.0,920.0,9.0,5598.0,9722.0,226.0,6946.0,2279.0,1145.0,1152.0,637.0,593.0
1,2,16,67601,68650,66550,585.5,31.5,7801,56032,3488,970.5,5265.5,-341.5,1202.5,-14867.0,94.0,-4000.0,-4664.0,-5364.0,-5012.0,5178.0,39.0,191.0,906.0,10.0,5679.0,9687.0,228.0,7405.0,2322.0,804.0,1163.0,645.0,597.0
1,2,17,69374.5,71962.5,70125,586,33.5,7880,56064,3325,150,6820.5,-383,1196,-12595.0,94.0,-4000.0,-370.0,-5364.0,-1834.0,2292.0,39.0,192.0,907.0,10.0,5700.0,9823.0,229.0,8627.0,3727.0,1287.0,1156.0,639.0,596.0
1,2,18,73884.5,75675,74325,590.5,32,7919.5,56162,3376,6.5,8562,-60,1197.5,-7802.0,92.0,-4000.0,-1188.0,-5190.0,-866.0,5634.0,40.0,192.0,913.0,9.0,5723.0,9864.0,244.0,9151.0,5029.0,2944.0,1161.0,634.0,600.0
1,2,19,75901.5,76650,75550,601.5,31.5,7982.5,56206.5,3486.5,0,9294,-21,1203,-5768.0,92.0,-4000.0,-3146.0,-5190.0,-594.0,7692.0,39.0,192.0,933.0,9.0,5727.0,9995.0,234.0,9816.0,4878.0,3894.0,1161.0,641.0,604.0
1,2,20,73364.5,72987.5,71887.5,583.5,32,7836,56155,3470,-1,8346,-5.5,1199,-8501.0,92.0,-4000.0,-6800.0,-5190.0,-2962.0,9770.0,39.0,192.0,892.0,8.0,5705.0,9713.0,247.0,9370.0,3716.0,3606.0,1170.0,624.0,602.0
1,2,21,69955.5,69275,68175,591,33,7764,56143.5,3360.5,-1,6643.5,-13.5,1218,-11566.0,93.0,-4000.0,-6800.0,-5190.0,-4976.0,8264.0,40.0,191.0,912.0,8.0,5718.0,9546.0,256.0,8902.0,3478.0,908.0,1178.0,655.0,604.0
1,2,22,68296,68587.5,67487.5,587,32.5,7371,55939,3253,-1,5896.5,-243,1211.5,-11499.0,91.0,-4000.0,-6800.0,-3956.0,-5330.0,11760.0,40.0,190.0,908.0,8.0,5705.0,8787.0,242.0,8244.0,2177.0,1372.0,1177.0,644.0,603.0
1,2,23,70829.5,70362.5,69400,590,32,7476,55927.5,3173,-1,6602,-317,1203,-7712.0,92.0,-3850.0,-4784.0,-4166.0,-3726.0,10508.0,39.0,190.0,914.0,8.0,5711.0,8984.0,248.0,7818.0,2570.0,2816.0,1164.0,639.0,603.0
1,3,0,69566,66325,68050,526.5,32,7176.5,55999,3151.5,-1,4805,-333.5,1199.5,-5979.0,90.0,-4000.0,-4800.0,-1968.0,-4236.0,9496.0,38.0,189.0,785.0,8.0,5685.0,8411.0,250.0,6972.0,2164.0,474.0,1156.0,641.0,603.0
1,3,1,65967,63800,65837.5,404.5,31.5,6298,55599.5,3013,-1,3970,-1660,1212,-5802.0,83.0,-4000.0,-4800.0,44.0,-4548.0,8826.0,38.0,188.0,545.0,8.0,5688.0,6649.0,251.0,5974.0,1966.0,0.0,1181.0,646.0,597.0
1,3,2,65093,62400,64475,404,32,6100.5,55510,2966.5,-1,3383,-2020.5,1211.5,-4984.0,83.0,-4000.0,-4800.0,670.0,-4874.0,8454.0,38.0,186.0,544.0,8.0,5705.0,6240.0,247.0,5561.0,1205.0,0.0,1191.0,639.0,592.0
1,3,3,62757,59962.5,61962.5,405.5,32,5942.5,55688.5,2840,-1,2995,-2815.5,1207.5,-7075.0,83.0,-4000.0,-4800.0,-578.0,-5010.0,6787.0,40.0,188.0,544.0,8.0,5723.0,5910.0,244.0,5264.0,726.0,0.0,1188.0,635.0,593.0
1,3,4,61539,59050,61200,404.5,32.5,5663,55544.5,2763,-1,2962,-2878.5,1206,-8313.0,81.0,-4000.0,-4800.0,-564.0,-4298.0,5220.0,39.0,188.0,544.0,8.0,5711.0,5363.0,243.0,5178.0,746.0,0.0,1185.0,639.0,588.0
1,3,5,63030,60800,63362.5,405,32.5,5720,55813,2734.5,-1,3053,-2461,1203.5,-6936.0,80.0,-4000.0,-4800.0,-1190.0,-4775.0,8842.0,40.0,188.0,547.0,8.0,5722.0,5466.0,243.0,5183.0,922.0,0.0,1177.0,640.0,589.0
1,3,6,67127.5,64612.5,67562.5,539.5,32.5,6688,55798,2611,-1,3658,-558.5,1190,-5661.0,88.0,-4000.0,-3076.0,-5318.0,-4560.0,11948.0,39.0,188.0,817.0,8.0,5760.0,7370.0,239.0,5356.0,1617.0,344.0,1150.0,644.0,586.0
1,3,7,72112.5,69287.5,72150,608.5,32.5,7446,56176,2534.5,-1,5204,-48,1198.5,-2077.0,94.0,-2116.0,-32.0,-5104.0,-1168.0,8744.0,39.0,188.0,956.0,8.0,5814.0,8827.0,241.0,6416.0,3582.0,411.0,1161.0,647.0,589.0
1,3,8,76164,72587.5,75662.5,609,32.5,7639,56226.5,2484.5,2.5,6980.5,-5,1196,1995.0,94.0,-3542.0,800.0,-5190.0,-1178.0,13054.0,39.0,187.0,959.0,8.0,5801.0,9229.0,239.0,7461.0,4336.0,2164.0,1170.0,634.0,589.0
1,3,9,77538,74112.5,76787.5,609,31,7620,56346,2423,398,7218.5,-5,1186,3424.0,92.0,-4000.0,3402.0,-5106.0,716.0,8888.0,39.0,189.0,954.0,8.0,5776.0,9209.0,247.0,8239.0,4672.0,1527.0,1163.0,626.0,583.0
1,3,10,78037,75400,77087.5,605,29,7519.5,56384.5,2121.5,1643,7411,-5.5,1173.5,2311.0,90.0,-4000.0,2268.0,-4434.0,794.0,7290.0,40.0,190.0,949.0,8.0,5758.0,9033.0,240.0,8711.0,4940.0,1171.0,1147.0,616.0,583.0
1,3,11,77703,75987.5,76812.5,593.5,31,7560.5,56365.5,1725.5,2924,7069,-6,1159.5,560.0,90.0,-4000.0,-746.0,-4144.0,-444.0,10800.0,40.0,190.0,930.0,8.0,5753.0,9112.0,247.0,8656.0,4282.0,1200.0,1146.0,598.0,576.0
1,3,12,77670.5,76687.5,76862.5,592,30.5,7540.5,56332.5,1572.5,3687,6795.5,-40,1169.5,-19.0,88.0,-4000.0,-1538.0,-1530.0,-1890.0,9620.0,40.0,190.0,928.0,8.0,5752.0,9083.0,237.0,8339.0,3472.0,1779.0,1154.0,601.0,582.0
1,3,13,76562.5,75762.5,75425,586,30.5,7539.5,56311.5,1825,3937,6440,-38,1185.5,-2508.0,88.0,-4000.0,-3598.0,-744.0,-2282.0,8150.0,40.0,188.0,917.0,8.0,5753.0,9084.0,233.0,8345.0,3226.0,1308.0,1167.0,611.0,593.0
1,3,14,74363,73875,73200,590,29.5,7493.5,56284,2206,3626,5831,-5,1178,-5740.0,89.0,-4000.0,-1784.0,-3030.0,-2666.0,5338.0,40.0,189.0,925.0,10.0,5727.0,9010.0,240.0,7950.0,2885.0,828.0,1150.0,615.0,591.0
1,3,15,72073.5,71412.5,70612.5,606.5,29.5,7480.5,56244,2408.5,2699,5849,-18,1176.5,-8807.0,90.0,-4000.0,-616.0,-4612.0,-2988.0,2851.0,40.0,190.0,957.0,10.0,5704.0,9023.0,225.0,7998.0,3088.0,613.0,1134.0,623.0,596.0
1,3,16,71299.5,70925,70350,602.5,28,7652,56263,2470,1326.5,6212,-18,1179,-8830.0,92.0,-4000.0,2468.0,-5052.0,-2508.0,1027.0,40.0,190.0,948.0,10.0,5756.0,9314.0,225.0,7824.0,3704.0,897.0,1139.0,624.0,595.0
1,3,17,73286.5,74237.5,73475,603,28.5,7643,56149.5,2550.5,215,7745.5,-11.5,1190.5,-5657.0,91.0,-4000.0,3994.0,-5124.0,1518.0,398.0,40.0,191.0,948.0,9.0,5780.0,9267.0,231.0,8554.0,4684.0,2253.0,1155.0,624.0,601.0
1,3,18,78262.5,78400,77525,605.5,24.5,7550,56112,2829,13.5,10037,-36.5,1196.5,-139.0,88.0,-4000.0,3636.0,-3892.0,1452.0,5977.0,40.0,192.0,947.0,8.0,5729.0,9122.0,240.0,10018.0,5292.0,4764.0,1159.0,642.0,594.0
1,3,19,80264.5,79137.5,78362.5,610.5,25,7600.5,56220,2939.5,0,10639.5,-51.5,1201,2159.0,88.0,-4000.0,746.0,-4026.0,1118.0,7756.0,40.0,192.0,953.0,9.0,5773.0,9178.0,240.0,10561.0,6156.0,4563.0,1157.0,646.0,600.0
1,3,20,77602,75225,74987.5,603,23,7462.5,56258.5,3020.5,-1,9172.5,-15.5,1202.5,-248.0,88.0,-4000.0,-5896.0,-4420.0,918.0,12420.0,40.0,192.0,939.0,8.0,5792.0,8885.0,240.0,9792.0,4986.0,3567.0,1159.0,646.0,599.0
1,3,21,73992.5,71412.5,71737.5,604,25,7531,56204,3016,-1,6987.5,-5,1200.5,-3136.0,91.0,-4000.0,-6800.0,-4056.0,-3436.0,14346.0,40.0,192.0,940.0,8.0,5802.0,9014.0,238.0,8894.0,3826.0,1255.0,1162.0,638.0,601.0
1,3,22,72098.5,70387.5,71250,607.5,26,7497.5,56075.5,3067,-1,5546.5,-92.5,1198.5,-3652.0,93.0,-4000.0,-6800.0,-2380.0,-3924.0,14632.0,40.0,192.0,947.0,8.0,5803.0,8939.0,244.0,8107.0,2277.0,709.0,1157.0,637.0,604.0
1,3,23,74487.5,72750,73900,608.5,25,7505.5,56067.5,3036,-1,7094.5,-92,1197,-1905.0,91.0,-3202.0,-4800.0,-790.0,-3056.0,12390.0,40.0,192.0,946.0,8.0,5807.0,8958.0,237.0,8008.0,2714.0,3469.0,1152.0,642.0,600.0
1,4,0,73082,71325,71600,611,27,7354.5,56039.5,2878,-1,5602.5,-186,1197,-879.0,92.0,-4000.0,-4800.0,-2380.0,-3734.0,13328.0,40.0,194.0,953.0,9.0,5769.0,8695.0,237.0,7591.0,3054.0,558.0,1159.0,639.0,596.0
1,4,1,69563.5,68850,69175,610.5,78.5,7092.5,55891,2832.5,-1,4261.5,-1129.5,1190.5,-2524.0,94.0,-4000.0,-4800.0,-3120.0,-4000.0,13956.0,40.0,194.0,953.0,8.0,5737.0,8199.0,240.0,6659.0,1863.0,0.0,1146.0,642.0,593.0
1,4,2,68712,67762.5,68137.5,607.5,196.5,7136.5,55949,2802,-2,3994,-1837.5,1180.5,-2628.0,99.0,-4000.0,-4800.0,-3598.0,-4832.0,15053.0,40.0,194.0,948.0,8.0,5727.0,8289.0,248.0,6068.0,1922.0,0.0,1144.0,631.0,587.0
1,4,3,66504,65562.5,65875,588,272.5,6935.5,55785.5,2779.5,-2,3505.5,-2921,1191,-3262.0,102.0,-4000.0,-4800.0,-3978.0,-5440.0,15382.0,39.0,194.0,911.0,8.0,5716.0,7904.0,243.0,5716.0,1295.0,0.0,1148.0,649.0,584.0
1,4,4,65295.5,64725,64912.5,494,309,6564,55468,2803,-2,3302.5,-2974.5,1191,-3719.0,99.0,-4000.0,-4200.0,-4206.0,-5214.0,14677.0,38.0,194.0,725.0,8.0,5720.0,7154.0,245.0,5680.0,925.0,0.0,1152.0,648.0,582.0
1,4,5,66544.5,66187.5,66987.5,541,326.5,6828.5,55783,2842,-1.5,3173.5,-2447.5,1185,-3372.0,100.0,-4000.0,-4200.0,-4406.0,-5052.0,15414.0,38.0,196.0,817.0,8.0,5732.0,7710.0,207.0,5556.0,792.0,0.0,1145.0,647.0,576.0
1,4,6,70442,69825,70862.5,606,350.5,7427,55963,2946,-1,3871.5,-689.5,1174,-2412.0,104.0,-4000.0,-3836.0,-3384.0,-2356.0,12386.0,38.0,194.0,945.0,8.0,5782.0,8877.0,186.0,5707.0,2036.0,0.0,1133.0,635.0,579.0
1,4,7,75366,74237.5,75650,600.5,525,7564,56130.5,2999,-1,6227,-60,1167.5,428.0,105.0,-4000.0,-2236.0,-3010.0,76.0,12234.0,38.0,195.0,934.0,8.0,5797.0,9130.0,193.0,6791.0,4731.0,930.0,1121.0,631.0,582.0
1,4,8,79416.5,77400,79212.5,599,573,7672,56286,2858.5,3.5,8069,-30.5,1167,4438.0,104.0,-3800.0,1822.0,-3228.0,1680.0,10350.0,38.0,194.0,935.0,8.0,5789.0,9350.0,197.0,7823.0,5824.0,2492.0,1123.0,638.0,572.0
1,4,9,80910,78775,80450,597.5,588,7690,56330.5,2650.5,314,8801,-5,1161.5,5565.0,104.0,-4000.0,3424.0,-4106.0,2148.0,8458.0,38.0,194.0,933.0,8.0,5785.0,9388.0,198.0,8687.0,5500.0,3415.0,1124.0,628.0,571.0
1,4,10,81405,79737.5,81000,596,602.5,7694,56304,2260.5,1213,9316,-5,1158.5,4531.0,102.0,-4000.0,2678.0,-2624.0,1738.0,6948.0,39.0,183.0,935.0,8.0,5751.0,9424.0,202.0,9613.0,5763.0,3256.0,1128.0,625.0,564.0
1,4,11,81122.5,79925,80462.5,609,577,7723.5,56270.5,1791.5,2236.5,8432.5,-5,1159,4655.0,102.0,-4000.0,2420.0,-1052.0,1656.0,7036.0,40.0,194.0,954.0,9.0,5810.0,9430.0,200.0,9271.0,5265.0,2329.0,1131.0,615.0,572.0
1,4,12,80712.5,79987.5,80025,581.5,568,7567,56329.5,1496,2962,7694.5,-5,1173,4691.0,102.0,-3310.0,3176.0,1438.0,1094.0,3536.0,40.0,193.0,904.0,9.0,5791.0,9131.0,204.0,9249.0,4554.0,1587.0,1139.0,615.0,591.0
1,4,13,79410.5,78737.5,78250,579,610.5,7538,56374.5,1453.5,3264,7306.5,-5,1180,2218.0,102.0,-4000.0,792.0,-496.0,-1100.0,7224.0,40.0,192.0,900.0,8.0,5816.0,9053.0,198.0,9128.0,4033.0,1453.0,1137.0,620.0,603.0
1,4,14,76963.5,76237.5,75800,585,598.5,7596,56324,1495.5,2960,6590.5,-5,1183.5,-730.0,104.0,-3900.0,980.0,-3314.0,-2552.0,8228.0,42.0,191.0,910.0,8.0,5792.0,9183.0,208.0,8327.0,3443.0,1411.0,1143.0,619.0,605.0
1,4,15,74544.5,73187.5,73275,592.5,481,7602,56284,1639,2153,6127.5,-5.5,1179.5,-3019.0,103.0,-3900.0,812.0,-4726.0,-3316.0,8704.0,42.0,192.0,924.0,8.0,5783.0,9210.0,202.0,8013.0,2604.0,1640.0,1145.0,611.0,603.0
1,4,16,73527.5,72050,72450,599,447.5,7630,56312.5,1757.5,1067,6211,-5,1180,-3344.0,104.0,-3900.0,934.0,-5266.0,-2954.0,8466.0,39.0,192.0,940.0,8.0,5791.0,9263.0,197.0,8153.0,2798.0,1472.0,1146.0,612.0,602.0
1,4,17,75148.5,75200,75550,590.5,454,7733,56319,1882.5,194,7449.5,-4.5,1189,-1319.0,103.0,-4000.0,4000.0,-5266.0,414.0,5918.0,40.0,192.0,921.0,8.0,5822.0,9436.0,200.0,8664.0,4517.0,1718.0,1147.0,622.0,609.0
1,4,18,79616.5,79287.5,79362.5,590.5,565,8120,56282.5,2288,6,9283.5,-16,1179,2634.0,106.0,-4000.0,3982.0,-3824.0,2122.0,6946.0,38.0,192.0,919.0,9.0,5829.0,10194.0,208.0,9548.0,5210.0,3808.0,1147.0,604.0,608.0
1,4,19,80945,80000,79637.5,594.5,601,8140,56308.5,2456.5,0.5,10154.5,-54.5,1181.5,3126.0,106.0,-4000.0,4000.0,-4178.0,1850.0,5014.0,38.0,193.0,922.0,8.0,5824.0,10229.0,218.0,9975.0,5770.0,4564.0,1149.0,604.0,611.0
