mois,jour,heure,consommation,prevision_1,prevision_0,fioul,charbon,gaz,nucleaire,eolien,solaire,hydraulique,pompage,bioenergies,echanges_physiques,taux_co2,echanges_angleterre,echanges_espagne,echanges_italie,echanges_suisse,echanges_allemagne_belgique,fioul_tac,fioul_cogen,fioul_autres,gaz_tac,gaz_cogen,gaz_ccg,gaz_autres,hydro_ecluses,hydro_lacs,hydro_turbines,bio_dechets,bio_biomasse,bio_biogaz
1,1,10,50957.5,52162.5,51562.5,160.5,23,2198.5,52657,1998,634.5,2681.5,-1791,1072.5,-17354.0,65.0,-4000.0,-1322.0,-2988.0,-6066.0,-3237.0,40.0,174.0,107.0,7.0,3737.0,462.0,192.0,3978.0,1386.0,0.0,1149.0,549.0,446.0
1,1,11,52898,54312.5,53400,160,24,2230.5,53493.5,2318.5,1206,2563.5,-940,1075.5,-18466.0,64.0,-4000.0,-578.0,-2988.0,-6270.0,-4302.0,40.0,174.0,107.0,6.0,3766.0,497.0,190.0,3833.0,1285.0,9.0,1145.0,555.0,451.0
1,1,12,54980,56450,55637.5,160.5,24,2230.5,53703,2785.5,1391.5,2546,-148,1075,-17572.0,62.0,-4000.0,278.0,-2988.0,-6076.0,-3618.0,39.0,174.0,108.0,6.0,3770.0,493.0,191.0,3621.0,624.0,846.0,1144.0,548.0,456.0
1,1,13,56094.5,56337.5,55887.5,159.5,24,2225.5,53264,3038,1556,4129,-150.5,1070,-18443.0,60.0,-4000.0,-1128.0,-2988.0,-6372.0,-4978.0,38.0,174.0,107.0,7.0,3756.0,497.0,191.0,3888.0,2041.0,2329.0,1134.0,547.0,460.0
1,1,14,53916,53637.5,53962.5,159.5,24,2231.5,53102,3447,1387,2591,-160.5,1066.5,-19865.0,62.0,-4000.0,690.0,-2988.0,-6372.0,-6816.0,38.0,174.0,108.0,7.0,3768.0,498.0,190.0,3623.0,1006.0,553.0,1129.0,542.0,462.0
1,1,15,52136.5,51462.5,51950,160.5,24.5,2207.5,53225,4016,898,2065,-1454.5,1073.5,-20160.0,64.0,-4000.0,2552.0,-2988.0,-6372.0,-8904.0,39.0,174.0,108.0,6.0,3774.0,445.0,190.0,3569.0,453.0,108.0,1137.0,549.0,463.0
1,1,16,51677,50987.5,51387.5,160,22.5,2231.5,53526.5,4377,363.5,2418.5,-2329,1085,-20355.0,64.0,-4000.0,2954.0,-2988.0,-6372.0,-9416.0,38.0,174.0,108.0,8.0,3771.0,496.0,190.0,3624.0,1213.0,-1.0,1144.0,563.0,464.0
1,1,17,53630,54212.5,54600,158,23,2237.5,53305.5,4860,22.5,3035,-958,1084.5,-20276.0,63.0,-4000.0,2610.0,-4108.0,-6372.0,-7864.0,37.0,173.0,107.0,8.0,3787.0,492.0,190.0,3908.0,2124.0,39.0,1141.0,564.0,465.0
1,1,18,57559,58262.5,58562.5,158.5,19.5,2252,53964,5660,-1,4722.5,-13.5,1083,-20573.0,59.0,-4000.0,2894.0,-5228.0,-6372.0,-7910.0,37.0,172.0,108.0,7.0,3813.0,495.0,190.0,4455.0,2671.0,2319.0,1138.0,567.0,461.0
1,1,19,59371,59787.5,60100,158.5,21,2258,54147.5,5987.5,-1,6049.5,-13,1074.5,-20622.0,56.0,-4000.0,1646.0,-5990.0,-6372.0,-4874.0,37.0,173.0,107.0,7.0,3828.0,491.0,190.0,5136.0,2783.0,4181.0,1129.0,559.0,459.0
1,1,20,58590.5,59037.5,59450,158,18.5,2239,54113.5,6164.5,-1,4464.5,-13.5,1069,-19243.0,57.0,-4000.0,-1510.0,-5990.0,-6372.0,-304.0,37.0,173.0,106.0,7.0,3811.0,468.0,190.0,4718.0,1578.0,2632.0,1132.0,573.0,433.0
1,1,21,56575,57150,57662.5,158,19,2255,53789.5,6349.5,-1,3108,-322,1068,-19697.0,60.0,-4000.0,-3394.0,-5990.0,-6372.0,-148.0,36.0,173.0,107.0,6.0,3822.0,493.0,188.0,4270.0,817.0,1128.0,1131.0,571.0,433.0
1,1,22,55358,57062.5,57675,158.5,18.5,2241.5,52523.5,6163,-1,2936,-355.5,1066.5,-18787.0,60.0,-4000.0,-2370.0,-5974.0,-6372.0,1434.0,37.0,174.0,108.0,7.0,3803.0,485.0,189.0,4060.0,1202.0,610.0,1132.0,570.0,431.0
1,1,23,57869,59862.5,60475,158,17.5,2251.5,51854,6027.5,-1,4299,-103.5,1060.5,-15388.0,60.0,-4000.0,-1620.0,-4854.0,-6372.0,3774.0,35.0,174.0,106.0,7.0,3806.0,500.0,190.0,3862.0,2024.0,2713.0,1135.0,564.0,422.0
1,2,0,56405.5,57525,55425,158,20,2237,51828.5,5817.5,-1,2698.5,-608,1046,-13582.0,61.0,-2960.0,-3470.0,-3734.0,-6372.0,2812.0,36.0,174.0,108.0,8.0,3788.0,491.0,188.0,3676.0,1148.0,573.0,1108.0,561.0,423.0
1,2,1,52481,55050,52750,158.5,18.5,2236,50585,5439,-1,1885.5,-2560.5,1059,-12677.0,67.0,-2960.0,-1842.0,-3734.0,-6372.0,3815.0,36.0,173.0,108.0,8.0,3785.0,491.0,188.0,3245.0,528.0,-1.0,1122.0,567.0,427.0
1,2,2,51202.5,54050,51037.5,159,20.5,2226.5,49809,5250,-1,1869,-3294,1052.5,-11780.0,68.0,-2960.0,436.0,-3734.0,-6372.0,974.0,36.0,173.0,108.0,8.0,3789.0,488.0,168.0,3144.0,594.0,0.0,1121.0,558.0,426.0
1,2,3,48489.5,51350,47950,158.5,21,2231,48079,5253,-1,1907,-3271,1059.5,-13894.0,70.0,-2960.0,2332.0,-3734.0,-6372.0,-3666.0,36.0,173.0,107.0,8.0,3796.0,491.0,169.0,3301.0,514.0,0.0,1129.0,568.0,424.0
1,2,4,46772,49737.5,46550,158.5,21,2226.5,47555.5,5214.5,-1,1857,-3264,1065.5,-16121.0,72.0,-2960.0,2704.0,-3734.0,-6372.0,-5542.0,36.0,174.0,106.0,6.0,3802.0,474.0,170.0,3343.0,371.0,0.0,1138.0,570.0,425.0
1,2,5,46914,50000,47012.5,159.5,21.5,2247.5,47338,5233.5,-1,1892.5,-3254.5,1074.5,-15595.0,72.0,-2960.0,3290.0,-3734.0,-6372.0,-5020.0,36.0,175.0,107.0,8.0,3824.0,495.0,170.0,3430.0,356.0,0.0,1159.0,569.0,421.0
1,2,6,48281,51062.5,48600,159.5,21,2232.5,48608,5052,-1,2240,-3160,1055.5,-15853.0,69.0,-2960.0,1876.0,-3734.0,-6372.0,-4718.0,36.0,177.0,107.0,8.0,3826.0,456.0,175.0,3452.0,1030.0,0.0,1136.0,556.0,419.0
1,2,7,49961,52737.5,50412.5,161,20,2235,49670.5,4987.5,-1,2414.5,-3070,1048,-15012.0,68.0,-2960.0,452.0,-3734.0,-6376.0,-630.0,38.0,177.0,107.0,8.0,3826.0,451.0,186.0,3441.0,1390.0,0.0,1135.0,544.0,417.0
1,2,8,51916.5,54475,52212.5,161.5,2.5,2220.5,50875.5,5112.5,-1,2436.5,-2545,1043,-14779.0,65.0,-2960.0,-2830.0,-3734.0,-6376.0,654.0,37.0,180.0,106.0,8.0,3828.0,417.0,190.0,3609.0,1264.0,0.0,1124.0,544.0,418.0
1,2,9,53774.5,56162.5,54450,161,11.5,2249,52803.5,5273,58.5,2582.5,-1297,1034.5,-18203.0,61.0,-2960.0,-5000.0,-3734.0,-6372.0,-706.0,37.0,180.0,106.0,8.0,3834.0,467.0,190.0,3903.0,1262.0,0.0,1125.0,543.0,401.0
1,2,10,56212,57675,56550,160.5,17,2233,54027.5,5640,327.5,3292.5,-576,1034.5,-19887.0,58.0,-4000.0,-5000.0,-3734.0,-6372.0,-98.0,36.0,180.0,105.0,8.0,3815.0,453.0,190.0,4231.0,1601.0,753.0,1112.0,556.0,400.0
1,2,11,57601,58387.5,58025,160.5,17,2212,54206,5875,707,3890,-529.5,1028.5,-19932.0,57.0,-4000.0,-5000.0,-3734.0,-6376.0,-244.0,37.0,181.0,104.0,8.0,3829.0,397.0,190.0,4321.0,1590.0,1871.0,1104.0,545.0,408.0
1,2,12,59514.5,59812.5,60000,162,16.5,2188,54018.5,6292,1022.5,4601,-292,1038.5,-19064.0,56.0,-4000.0,-5000.0,-3734.0,-6372.0,1418.0,36.0,180.0,106.0,8.0,3847.0,333.0,190.0,4519.0,2190.0,2493.0,1096.0,549.0,432.0
1,2,13,60606,59612.5,60212.5,163.5,16.5,2203.5,53685,6602,1159.5,5069.5,-158,1050,-18373.0,55.0,-4000.0,-5000.0,-3734.0,-6372.0,1530.0,37.0,183.0,108.0,8.0,3877.0,333.0,191.0,4604.0,2511.0,3025.0,1098.0,563.0,439.0
1,2,14,58418.5,57625,58237.5,162,10.5,2237,53455.5,6761.5,1115,3831.5,-387,1050,-19635.0,57.0,-4000.0,-5000.0,-3734.0,-6372.0,-790.0,33.0,184.0,107.0,8.0,3865.0,410.0,192.0,4187.0,2039.0,1436.0,1090.0,566.0,444.0
1,2,15,56408,55425,55750,164.5,10.5,2254.5,53650.5,6696.5,802.5,3425,-856.5,1057,-21592.0,58.0,-4000.0,-5000.0,-3734.0,-6372.0,-2512.0,38.0,184.0,107.0,8.0,3863.0,447.0,192.0,4291.0,2071.0,488.0,1106.0,566.0,442.0
1,2,16,55571.5,54937.5,55050,164.5,10.5,2264,54014.5,6657.5,366.5,3427.5,-855,1048,-23054.0,58.0,-4000.0,-5000.0,-3734.0,-6372.0,-3708.0,38.0,183.0,108.0,8.0,3880.0,448.0,192.0,4886.0,1652.0,318.0,1112.0,559.0,424.0
1,2,17,57187,57850,57675,163,14,2350,54526,6641.5,42.5,4482,-366,1035,-23403.0,57.0,-4000.0,-4950.0,-4854.0,-6376.0,-2434.0,38.0,182.0,107.0,8.0,3897.0,604.0,192.0,5642.0,1796.0,1526.0,1091.0,556.0,423.0
1,2,18,61563,62087.5,61650,163.5,13.5,2425,55177,6595,-1,7313.5,-5,1036,-22307.0,55.0,-4000.0,-4980.0,-5974.0,-6376.0,438.0,38.0,181.0,108.0,7.0,3919.0,733.0,192.0,6499.0,3395.0,4734.0,1095.0,534.0,442.0
1,2,19,63302,63125,62387.5,163,9.5,2412.5,55208,6587,-1,8180,-5,1024,-20552.0,54.0,-4000.0,-5000.0,-6300.0,-6376.0,2268.0,38.0,180.0,107.0,8.0,3915.0,711.0,192.0,7137.0,3918.0,5304.0,1090.0,517.0,441.0
1,2,20,61684.5,61162.5,60112.5,162.5,12.5,2407.5,55149.5,6634,-1,6334.5,-110.5,1036.5,-19882.0,56.0,-4000.0,-5000.0,-6300.0,-6372.0,2228.0,38.0,180.0,107.0,7.0,3921.0,692.0,194.0,6615.0,2409.0,3646.0,1092.0,537.0,445.0
1,2,21,58951,58550,57112.5,163.5,12,2427.5,54745.5,6471,-1,4678,-490.5,1042.5,-20191.0,58.0,-4000.0,-5000.0,-6300.0,-6372.0,1840.0,38.0,180.0,107.0,7.0,3926.0,728.0,194.0,5801.0,1995.0,1560.0,1094.0,546.0,445.0
1,2,22,57659,58612.5,56862.5,165,13,2407.5,54030.5,6261.5,-1,3889,-304,1048.5,-19701.0,60.0,-4000.0,-5000.0,-5228.0,-6372.0,2460.0,38.0,179.0,112.0,7.0,3915.0,699.0,194.0,5484.0,1779.0,515.0,1094.0,558.0,445.0
1,2,23,60630,61137.5,59437.5,162.5,13,2350.5,54357.5,6047.5,-1,5719,-174.5,1052,-17793.0,57.0,-4000.0,-4800.0,-4058.0,-6372.0,3420.0,38.0,178.0,107.0,6.0,3919.0,582.0,194.0,5516.0,2214.0,3706.0,1096.0,562.0,446.0
1,3,0,59395,56887.5,58225,161.5,13,2392.5,53209,5739.5,-1,4516,-275.5,1052,-14823.0,60.0,-3000.0,-5000.0,-2988.0,-6372.0,3938.0,38.0,177.0,107.0,7.0,3920.0,661.0,196.0,5300.0,2078.0,1654.0,1095.0,563.0,446.0
1,3,1,55594.5,54550,55687.5,161.5,12.5,2287.5,51610,5285.5,-1,3193.5,-1401.5,1053.5,-13214.0,63.0,-3000.0,-5106.0,-2988.0,-5978.0,5438.0,38.0,178.0,106.0,6.0,3914.0,457.0,196.0,5000.0,1387.0,0.0,1101.0,559.0,446.0
1,3,2,53964.5,53087.5,53662.5,162,12.5,2282,50074,4866,-1,3039.5,-2409,1060,-10242.0,67.0,-3000.0,-1716.0,-2988.0,-5940.0,5804.0,38.0,179.0,106.0,6.0,3912.0,449.0,196.0,4851.0,1229.0,0.0,1113.0,563.0,444.0
1,3,3,50861,49837.5,50137.5,161.5,12.5,2295.5,47347,4335.5,-1,2559,-3090.5,1066.5,-7649.0,73.0,-3000.0,-778.0,-2988.0,-5958.0,6366.0,38.0,178.0,106.0,8.0,3909.0,478.0,196.0,4472.0,647.0,0.0,1126.0,564.0,445.0
1,3,4,48643.5,47900,48250,162,13,2294.5,44669,4011,-1,2331,-1873,1062.5,-8050.0,75.0,-3000.0,312.0,-2988.0,-5938.0,3228.0,38.0,179.0,107.0,7.0,3903.0,482.0,196.0,4227.0,435.0,0.0,1127.0,553.0,444.0
1,3,5,48236.5,47412.5,48275,161.5,14,2289,44287,3790,-1,2282,-2070.5,1066,-7162.0,77.0,-3000.0,1930.0,-2988.0,-5990.0,4514.0,38.0,178.0,107.0,6.0,3907.0,467.0,196.0,4130.0,435.0,0.0,1134.0,556.0,443.0
1,3,6,49082,48075,49325,161.5,13,2284,45317,3635,-1,2356,-2557,1058,-6368.0,75.0,-3000.0,250.0,-2988.0,-5990.0,6000.0,39.0,177.0,106.0,6.0,3907.0,458.0,196.0,4293.0,419.0,0.0,1121.0,554.0,441.0
1,3,7,50233,49187.5,50512.5,161.5,12.5,2285.5,46744,3985,-1,2448.5,-3170.5,1056,-6577.0,73.0,-3000.0,2542.0,-2988.0,-5908.0,2946.0,38.0,178.0,106.0,6.0,3905.0,462.0,196.0,4512.0,386.0,0.0,1119.0,550.0,444.0
1,3,8,51690,50662.5,51837.5,158,12.5,2272,47591,4627.5,1,2688,-2973.5,1057,-7489.0,71.0,-3000.0,2646.0,-2988.0,-5780.0,1686.0,39.0,171.0,106.0,7.0,3892.0,452.0,192.0,4879.0,498.0,0.0,1117.0,549.0,448.0
1,3,9,53352.5,52612.5,53787.5,155,18,2285.5,49485,4915,169,2898.5,-2699.5,1056.5,-9862.0,67.0,-3000.0,2816.0,-2988.0,-6372.0,-398.0,40.0,164.0,107.0,7.0,3895.0,477.0,192.0,5058.0,739.0,0.0,1106.0,556.0,451.0
1,3,10,56179,55300,56612.5,155.5,26.5,2284.5,50955,5162.5,514.5,3406,-1009,1055,-12742.0,63.0,-4000.0,-1412.0,-2988.0,-6372.0,1154.0,40.0,164.0,107.0,6.0,3882.0,485.0,194.0,5525.0,1289.0,0.0,1106.0,547.0,456.0
1,3,11,58439.5,57212.5,58775,155.5,26.5,2293.5,52387,5494,694.5,4193,-456,1048,-14793.0,61.0,-4000.0,2062.0,-2988.0,-6376.0,-3142.0,40.0,164.0,107.0,8.0,3891.0,494.0,194.0,5688.0,1489.0,1209.0,1107.0,533.0,456.0
1,3,12,60931,59662.5,61062.5,155,26,2294,53360.5,5769.5,827,5149,-529.5,1054.5,-14351.0,58.0,-4000.0,3818.0,-2988.0,-6376.0,-3144.0,40.0,163.0,107.0,6.0,3895.0,496.0,190.0,5724.0,2355.0,2219.0,1109.0,545.0,455.0
1,3,13,61816.5,59487.5,61487.5,154.5,26,2295,53394,6073.5,734.5,5430.5,-543.5,1047,-13589.0,58.0,-4000.0,1170.0,-2988.0,-6372.0,-1026.0,40.0,162.0,107.0,6.0,3898.0,494.0,191.0,5578.0,3135.0,2147.0,1104.0,533.0,457.0
1,3,14,59132.5,57100,59025,153.5,26,2280.5,53230,6241.5,545.5,3898.5,-886,1042.5,-14798.0,59.0,-4000.0,362.0,-2988.0,-6372.0,-1275.0,38.0,161.0,109.0,6.0,3877.0,486.0,191.0,5140.0,2658.0,0.0,1090.0,537.0,457.0
1,3,15,57374.5,54937.5,56475,152,24,2276,53915,6294,339,3506,-1995,1034,-16340.0,60.0,-4000.0,2918.0,-2988.0,-6372.0,-6248.0,36.0,160.0,107.0,7.0,3881.0,474.0,190.0,4896.0,2117.0,0.0,1077.0,531.0,459.0
1,3,16,56917,54550,55737.5,153,21,2263.5,54416,6267,139.5,3517.5,-2357,1033,-17072.0,60.0,-4000.0,4330.0,-2988.0,-6372.0,-6714.0,38.0,161.0,107.0,7.0,3930.0,398.0,190.0,5023.0,2012.0,0.0,1074.0,534.0,458.0
1,3,17,58637.5,57400,58500,153,18,2188.5,54459.5,6343,8,3897.5,-1217.5,1029.5,-16482.0,57.0,-4000.0,4400.0,-4108.0,-6372.0,-5436.0,38.0,162.0,107.0,8.0,3971.0,207.0,190.0,5594.0,2034.0,167.0,1069.0,535.0,455.0
1,3,18,62851.5,62475,63512.5,153,17.5,2135,54740,6375,-1.5,7002.5,-13,1031.5,-17176.0,53.0,-4000.0,3670.0,-5228.0,-6372.0,-5318.0,38.0,161.0,106.0,6.0,3975.0,98.0,190.0,6581.0,3760.0,3664.0,1068.0,542.0,453.0
1,3,19,65234.5,64225,65237.5,152.5,18,2125.5,55035,6552,-1,8675.5,-13,1018.5,-16656.0,51.0,-4000.0,866.0,-5990.0,-6372.0,1020.0,37.0,162.0,107.0,7.0,3963.0,91.0,190.0,7364.0,5179.0,4809.0,1068.0,517.0,452.0
1,3,20,63548,62187.5,63300,153,15,2131,54830,6197.5,-1,6780.5,-13,1029.5,-15148.0,53.0,-4000.0,-2000.0,-5990.0,-6372.0,3946.0,38.0,162.0,107.0,6.0,3963.0,103.0,190.0,7045.0,3506.0,3010.0,1069.0,536.0,453.0
1,3,21,60773,59150,60350,152,13.5,2135.5,54708,5756.5,-1,5370.5,-476,1034,-15839.0,55.0,-4000.0,-3426.0,-5990.0,-6372.0,3852.0,38.0,161.0,106.0,7.0,3952.0,122.0,190.0,6474.0,2101.0,2166.0,1077.0,539.0,451.0
1,3,22,58738.5,58250,59512.5,153.5,13.5,2142,54140,5331,-1,4417,-691.5,1028,-15586.0,56.0,-4000.0,-2472.0,-5974.0,-6372.0,5180.0,38.0,162.0,107.0,6.0,3941.0,146.0,190.0,6321.0,1228.0,1285.0,1075.0,532.0,449.0
1,3,23,61050,60275,61412.5,152.5,9.5,2103.5,53322,4976,-1,5753,-532.5,1027.5,-11518.0,55.0,-4000.0,-1904.0,-4854.0,-6372.0,7854.0,38.0,162.0,105.0,7.0,3901.0,109.0,190.0,5960.0,2148.0,3397.0,1066.0,540.0,448.0
1,4,0,59553.5,58700,58562.5,152,11.5,2177.5,53148.5,4951,-1,3901,-774,1002,-10029.0,58.0,-3120.0,4086.0,-3734.0,-6054.0,-824.0,38.0,161.0,104.0,8.0,4046.0,112.0,189.0,5493.0,2109.0,201.0,1046.0,510.0,447.0
1,4,1,56102.5,56437.5,56312.5,153,10.5,2224,52543,4990.5,-1,3379.5,-2750.5,1019,-10929.0,62.0,-3120.0,4400.0,-3734.0,-5984.0,-2400.0,38.0,164.0,105.0,8.0,4079.0,174.0,188.0,5119.0,1641.0,-2.0,1053.0,538.0,446.0
1,4,2,55054,55162.5,54662.5,155.5,9.5,2250,52314,5089.5,-1,3177.5,-2764,1019,-12391.0,62.0,-3120.0,4400.0,-3734.0,-5982.0,-3908.0,38.0,165.0,107.0,7.0,4082.0,223.0,188.0,4944.0,1412.0,0.0,1051.0,541.0,446.0
1,4,3,52446,51850,51700,154,11,2292,51428,5132.5,-1,2905.5,-2769,1014,-15442.0,64.0,-3120.0,4076.0,-3734.0,-6072.0,-8126.0,38.0,165.0,105.0,7.0,4164.0,222.0,190.0,5037.0,775.0,0.0,1048.0,534.0,447.0
1,4,4,50907,50775,50500,153,10.5,2287.5,50849.5,5283.5,-1,2943.5,-3082,1024,-17122.0,64.0,-3120.0,4074.0,-3734.0,-6034.0,-6592.0,38.0,164.0,104.0,7.0,4173.0,205.0,191.0,5171.0,717.0,0.0,1068.0,535.0,446.0
1,4,5,52464,53362.5,52975,153.5,7.5,2489,51574,5376.5,-1,3046.5,-3241.5,1015.5,-15913.0,66.0,-3120.0,4400.0,-4854.0,-5934.0,-4878.0,38.0,166.0,104.0,8.0,4232.0,549.0,190.0,5498.0,596.0,0.0,1062.0,525.0,445.0
1,4,6,57547.5,59500,58787.5,152.5,96.5,2852,54381,5393,-1,3725,-2939,1011,-14247.0,68.0,-3120.0,4388.0,-5974.0,-6322.0,-1588.0,38.0,163.0,105.0,7.0,4256.0,1250.0,190.0,6259.0,1191.0,0.0,1051.0,527.0,444.0
1,4,7,64745.5,67312.5,65400,153.5,186.5,3769.5,56992,5358,-1,4638,-1092,1010,-12536.0,74.0,-4000.0,3092.0,-6300.0,-6376.0,2564.0,39.0,162.0,105.0,6.0,4546.0,2796.0,190.0,7357.0,1919.0,0.0,1050.0,524.0,446.0
1,4,8,68853.5,70412.5,68675,152,281.5,4938.5,58694,5424,-1,6082,-119.5,1024,-15242.0,82.0,-4000.0,-2956.0,-6300.0,-6376.0,3762.0,38.0,162.0,103.0,8.0,4895.0,4784.0,190.0,8347.0,2854.0,963.0,1054.0,549.0,446.0
1,4,9,69293.5,70312.5,68737.5,154.5,322,5879,58493,5478.5,87.5,7536.5,-11,1025,-19345.0,89.0,-4000.0,-4906.0,-6300.0,-6372.0,862.0,38.0,163.0,108.0,7.0,4912.0,6650.0,190.0,9176.0,3609.0,2290.0,1051.0,550.0,449.0
1,4,10,69548,70200,68850,153,329,6366.5,58757,5499.5,459,7894.5,-11,1016.5,-21834.0,92.0,-4000.0,-4850.0,-6300.0,-6372.0,-250.0,38.0,163.0,106.0,7.0,4905.0,7632.0,190.0,9135.0,3464.0,3190.0,1048.0,541.0,444.0
1,4,11,69566,69987.5,69087.5,151,308,6470,58805.5,5384.5,951,8396.5,-11.5,1012,-23802.0,90.0,-4000.0,-4080.0,-6300.0,-6376.0,-3358.0,36.0,162.0,104.0,8.0,4920.0,7820.0,193.0,9083.0,3972.0,3740.0,1036.0,545.0,443.0
1,4,12,69820.5,69950,69062.5,151.5,316.5,6643,58603,5327,1177.5,8635,-11,1012,-24070.0,92.0,-4000.0,-3468.0,-6300.0,-6372.0,-2730.0,36.0,162.0,104.0,6.0,4945.0,8140.0,196.0,9454.0,4221.0,3595.0,1027.0,547.0,451.0
1,4,13,69402.5,69512.5,68687.5,151,313.5,6737.5,58768.5,5168.5,1117.5,7819,-11,1025,-23372.0,94.0,-4000.0,-4008.0,-6300.0,-6372.0,-1592.0,36.0,163.0,103.0,7.0,4944.0,8328.0,196.0,9371.0,4132.0,2136.0,1042.0,552.0,456.0
1,4,14,68057,68425,67487.5,151.5,311,6782.5,58607.5,4826,936,6952,-13,1011,-23017.0,96.0,-4000.0,-3880.0,-6300.0,-6372.0,-2022.0,38.0,163.0,104.0,8.0,4847.0,8515.0,196.0,9198.0,3165.0,1541.0,1030.0,540.0,453.0
1,4,15,66227.5,66425,65487.5,155,326,6695.5,58458.5,4360,549,6458.5,-30,1024,-23539.0,98.0,-4000.0,-2772.0,-6300.0,-6372.0,-3914.0,38.0,165.0,109.0,7.0,4734.0,8455.0,196.0,9230.0,2888.0,799.0,1042.0,547.0,460.0
1,4,16,65827,66312.5,65412.5,150,379,6732.5,58551,3999,213,7128,-36.5,1018.5,-24613.0,99.0,-4000.0,-2464.0,-6300.0,-6372.0,-5394.0,38.0,162.0,100.0,7.0,4802.0,8462.0,194.0,9431.0,2861.0,1963.0,1026.0,553.0,458.0
1,4,17,67737.5,69187.5,68287.5,151,526,6829.5,58844.5,3942.5,11,8220.5,-6.5,1024.5,-23611.0,102.0,-4000.0,738.0,-6300.0,-6076.0,-5774.0,38.0,162.0,101.0,8.0,4799.0,8660.0,194.0,9976.0,4599.0,1867.0,1032.0,557.0,458.0
1,4,18,72324.5,73362.5,72462.5,151.5,535,6858.5,59040,4177.5,-1,11228.5,-4.5,1025.5,-21373.0,98.0,-4000.0,-162.0,-6292.0,-6076.0,-3430.0,38.0,162.0,103.0,7.0,4841.0,8674.0,194.0,10897.0,6632.0,4929.0,1034.0,559.0,458.0
1,4,19,74219,73950,73125,151.5,464.5,6868.5,59054.5,4640.5,-1,12326.5,-5,1035,-20633.0,95.0,-4000.0,-1444.0,-6186.0,-6376.0,-2096.0,38.0,162.0,103.0,8.0,4833.0,8715.0,182.0,11207.0,7295.0,6150.0,1044.0,568.0,459.0
