mois,jour,heure,perte
1,12,3,1931
1,12,4,1843
1,12,5,1726
1,12,6,1403
1,12,7,1592
1,12,8,1613
1,12,9,1674
1,12,10,1686
1,12,11,1696
1,12,12,1644
1,12,13,1605
1,12,14,1601
1,12,15,1611
1,12,16,1689
1,12,17,1713
1,12,18,1748
1,12,19,1709
1,12,20,1654
1,12,21,1692
1,12,22,1670
1,12,23,1736
1,13,0,1847
1,13,1,1775
1,13,2,1648
1,13,3,1590
1,13,4,1612
1,13,5,1683
1,13,6,1689
1,13,7,1666
1,13,8,1759
1,13,9,1747
1,13,10,1731
1,13,11,1695
1,13,12,1641
1,13,13,1618
1,13,14,1617
1,13,15,1566
1,13,16,1600
1,13,17,1655
1,13,18,1693
1,13,19,1663
1,13,20,1670
1,13,21,1628
1,13,22,1649
1,13,23,1751
1,14,0,1710
1,14,1,1765
1,14,2,1796
1,14,3,1805
1,14,4,1771
1,14,5,1732
1,14,6,1722
1,14,7,1684
1,14,8,1707
1,14,9,1671
1,14,10,1573
1,14,11,1494
1,14,12,1466
1,14,13,1428
1,14,14,1412
1,14,15,1411
1,14,16,1463
1,14,17,1407
1,14,18,1507
1,14,19,1507
1,14,20,1443
1,14,21,1468
1,14,22,1590
1,14,23,1658
1,15,0,1608
1,15,1,1634
1,15,2,1622
1,15,3,1619
1,15,4,1640
1,15,5,1614
1,15,6,1577
1,15,7,1551
1,15,8,1551
1,15,9,1547
1,15,10,1552
1,15,11,1562
1,15,12,1568
1,15,13,1472
1,15,14,1486
1,15,15,1522
1,15,16,1581
1,15,17,1504
1,15,18,1568
1,15,19,1317
1,15,20,1595
1,15,21,1563
1,15,22,1576
1,15,23,1663
1,16,0,1975
1,16,1,1907
1,16,2,1728
1,16,3,1760
1,16,4,1740
1,16,5,1659
1,16,6,1576
1,16,7,1595
1,16,8,1605
1,16,9,1628
1,16,10,1612
1,16,11,1585
1,16,12,1596
1,16,13,1545
1,16,14,1523
1,16,15,1478
1,16,16,1494
1,16,17,1486
1,16,18,1700
1,16,19,1739
1,16,20,1620
1,16,21,1696
1,16,22,1767
1,16,23,1827
1,17,0,1642
1,17,1,1644
1,17,2,1641
1,17,3,1685
1,17,4,1692
1,17,5,1653
1,17,6,1675
1,17,7,1826
1,17,8,1941
1,17,9,1900
1,17,10,1826
1,17,11,1743
1,17,12,1689
1,17,13,1617
1,17,14,1567
1,17,15,1560
1,17,16,1568
1,17,17,1609
1,17,18,1878
1,17,19,1927
1,17,20,1802
1,17,21,1771
1,17,22,1835
1,17,23,1879
1,18,0,1816
1,18,1,1768
1,18,2,1784
1,18,3,1809
1,18,4,1804
1,18,5,1735
1,18,6,1803
1,18,7,1973
1,18,8,2085
1,18,9,2041
1,18,10,1955
1,18,11,1871
1,18,12,1834
1,18,13,1763
1,18,14,1730
1,18,15,1654
1,18,16,1636
1,18,17,1618
1,18,18,1859
1,18,19,1925
1,18,20,1823
1,18,21,1840
1,18,22,1884
1,18,23,1988
1,19,0,1948
1,19,1,1947
1,19,2,1873
1,19,3,1813
1,19,4,1809
1,19,5,1823
1,19,6,1931
1,19,7,2082
1,19,8,2165
1,19,9,2144
1,19,10,2006
1,19,11,1915
1,19,12,1850
1,19,13,1762
1,19,14,1699
1,19,15,1640
1,19,16,1656
1,19,17,1746
1,19,18,2011
1,19,19,2091
1,19,20,2007
1,19,21,1971
1,19,22,1969
1,19,23,2038
1,20,0,1986
1,20,1,1963
1,20,2,1921
1,20,3,1850
1,20,4,1846
1,20,5,1857
1,20,6,1977
1,20,7,2196
1,20,8,2311
1,20,9,2218
1,20,10,2105
1,20,11,2078
1,20,12,1992
1,20,13,1856
1,20,14,1766
1,20,15,1702
1,20,16,1682
1,20,17,1741
1,20,18,1976
1,20,19,2018
1,20,20,1939
1,20,21,1910
1,20,22,1936
1,20,23,2031
1,21,0,2193
1,21,1,2223
1,21,2,2138
1,21,3,1953
1,21,4,1985
1,21,5,1928
1,21,6,2037
1,21,7,2283
1,21,8,2297
1,21,9,2334
1,21,10,2502
1,21,11,2289
1,21,12,2378
1,21,13,2197
1,21,14,1970
1,21,15,1780
1,21,16,1746
1,21,17,1716
1,21,18,1864
1,21,19,1989
1,21,20,2124
1,21,21,2156
1,21,22,2247
1,21,23,2227
1,22,0,2134
1,22,1,2086
1,22,2,2122
1,22,3,1968
1,22,4,2080
1,22,5,2120
1,22,6,2041
1,22,7,2184
1,22,8,2019
1,22,9,2080
1,22,10,2090
1,22,11,2163
1,22,12,2150
1,22,13,2109
1,22,14,2016
1,22,15,1987
1,22,16,1878
1,22,17,1516
1,22,18,1712
1,22,19,1839
1,22,20,1913
1,22,21,2079
1,22,22,2085
1,22,23,2019
1,23,0,2182
1,23,1,2268
1,23,2,2145
1,23,3,2055
1,23,4,2085
1,23,5,1990
1,23,6,1868
1,23,7,2009
1,23,8,2069
1,23,9,2062
1,23,10,1998
1,23,11,1986
1,23,12,1943
1,23,13,1773
1,23,14,1696
1,23,15,1614
1,23,16,1653
1,23,17,1697
1,23,18,1911
1,23,19,1940
1,23,20,1764
1,23,21,1699
1,23,22,1730
1,23,23,1787
1,24,0,1794
1,24,1,1800
1,24,2,1821
1,24,3,1788
1,24,4,1796
1,24,5,1868
1,24,6,1993
1,24,7,2220
1,24,8,2321
1,24,9,2186
1,24,10,2098
1,24,11,2035
1,24,12,1971
1,24,13,1876
1,24,14,1809
1,24,15,1772
1,24,16,1729
1,24,17,1687
1,24,18,1859
1,24,19,1889
1,24,20,1738
1,24,21,1719
1,24,22,1801
1,24,23,1881
1,25,0,1849
1,25,1,1815
1,25,2,1843
1,25,3,1802
1,25,4,1810
1,25,5,1795
1,25,6,1841
1,25,7,2029
1,25,8,2180
1,25,9,2203
1,25,10,2109
1,25,11,2024
1,25,12,1937
1,25,13,1869
1,25,14,1811
1,25,15,1726
1,25,16,1705
1,25,17,1756
1,25,18,2012
1,25,19,2001
1,25,20,1877
1,25,21,1791
1,25,22,1839
1,25,23,1919
1,26,0,1838
1,26,1,1839
1,26,2,1830
1,26,3,1794
1,26,4,1762
1,26,5,1810
1,26,6,1943
1,26,7,2165
1,26,8,2261
1,26,9,2194
1,26,10,2094
1,26,11,1988
1,26,12,1856
1,26,13,1732
1,26,14,1633
1,26,15,1575
1,26,16,1571
1,26,17,1558
1,26,18,1759
1,26,19,1774
1,26,20,1650
1,26,21,1573
1,26,22,1606
1,26,23,1617
1,27,0,1671
1,27,1,1718
1,27,2,1695
1,27,3,1657
1,27,4,1701
1,27,5,1686
1,27,6,1704
1,27,7,1869
1,27,8,1951
1,27,9,1928
1,27,10,1874
1,27,11,1804
1,27,12,1770
1,27,13,1728
1,27,14,1644
1,27,15,1615
1,27,16,1644
1,27,17,1620
1,27,18,1704
1,27,19,1714
1,27,20,1666
1,27,21,1755
1,27,22,1716
1,27,23,1752
1,28,0,1830
1,28,1,1760
1,28,2,1753
1,28,3,1815
1,28,4,1868
1,28,5,1874
1,28,6,1901
1,28,7,1943
1,28,8,1889
1,28,9,1826
1,28,10,1736
1,28,11,1814
1,28,12,1734
1,28,13,1789
1,28,14,1796
1,28,15,1726
1,28,16,1725
1,28,17,1631
1,28,18,1556
1,28,19,1656
1,28,20,1738
1,28,21,1755
1,28,22,1848
1,28,23,2005
1,29,0,1965
1,29,1,1773
1,29,2,1862
1,29,3,1875
1,29,4,1875
1,29,5,1892
1,29,6,1921
1,29,7,1987
1,29,8,1801
1,29,9,1684
1,29,10,1655
1,29,11,1610
1,29,12,1542
1,29,13,1558
1,29,14,1542
1,29,15,1535
1,29,16,1544
1,29,17,1539
1,29,18,1603
1,29,19,1706
1,29,20,1877
1,29,21,1963
1,29,22,2044
1,29,23,2131
1,30,0,2126
1,30,1,2071
1,30,2,2134
1,30,3,2011
1,30,4,1918
1,30,5,1936
1,30,6,1946
1,30,7,1845
1,30,8,1876
1,30,9,1846
1,30,10,1837
1,30,11,1810
1,30,12,1775
1,30,13,1773
1,30,14,1796
1,30,15,1787
1,30,16,1726
1,30,17,1648
1,30,18,1700
1,30,19,1713
1,30,20,1707
1,30,21,1742
1,30,22,1715
1,30,23,1558
1,31,0,1443
1,31,1,1443
1,31,2,1526
1,31,3,1588
1,31,4,1607
1,31,5,1589
1,31,6,1521
1,31,7,1513
1,31,8,1536
1,31,9,1562
1,31,10,1509
1,31,11,1517
1,31,12,1479
1,31,13,1462
1,31,14,1475
1,31,15,1457
1,31,16,1410
1,31,17,1312
1,31,18,1368
1,31,19,1369
1,31,20,1242
1,31,21,1360
1,31,22,1491
1,31,23,1720
2,1,0,1799
2,1,1,1797
2,1,2,1798
2,1,3,1770
2,1,4,1820
2,1,5,1867
2,1,6,1678
2,1,7,1642
2,1,8,1620
2,1,9,1635
2,1,10,1572
2,1,11,1487
2,1,12,1507
2,1,13,1508
2,1,14,1486
2,1,15,1513
2,1,16,1484
2,1,17,1396
2,1,18,1442
2,1,19,1446
2,1,20,1506
2,1,21,1540
2,1,22,1534
2,1,23,1576
2,2,0,1547
2,2,1,1580
2,2,2,1657
2,2,3,1655
2,2,4,1671
2,2,5,1640
2,2,6,1617
2,2,7,1541
2,2,8,1519
2,2,9,1508
2,2,10,1514
2,2,11,1535
2,2,12,1530
2,2,13,1573
2,2,14,1494
2,2,15,1512
2,2,16,1520
2,2,17,1521
2,2,18,1575
2,2,19,1648
2,2,20,1671
2,2,21,1673
2,2,22,1699
2,2,23,1657
2,3,0,1515
2,3,1,1542
2,3,2,1591
2,3,3,1578
2,3,4,1600
2,3,5,1615
2,3,6,1530
2,3,7,1548
2,3,8,1516
2,3,9,1511
2,3,10,1492
2,3,11,1483
2,3,12,1526
2,3,13,1560
2,3,14,1563
2,3,15,1566
2,3,16,1633
2,3,17,1623
2,3,18,1683
2,3,19,1699
2,3,20,1812
2,3,21,1790
2,3,22,1705
2,3,23,1659
2,4,0,1571
2,4,1,1513
2,4,2,1551
2,4,3,1508
2,4,4,1568
2,4,5,1564
2,4,6,1535
2,4,7,1564
2,4,8,1574
2,4,9,1494
2,4,10,1432
2,4,11,1435
2,4,12,1467
2,4,13,1344
2,4,14,1357
2,4,15,1390
2,4,16,1438
2,4,17,1429
2,4,18,1387
2,4,19,1420
2,4,20,1381
2,4,21,1396
2,4,22,1438
2,4,23,1522
2,5,0,1474
2,5,1,1464
2,5,2,1508
2,5,3,1578
2,5,4,1680
2,5,5,1656
2,5,6,1612
2,5,7,1485
2,5,8,1473
2,5,9,1483
2,5,10,1503
2,5,11,1494
2,5,12,1522
2,5,13,1518
2,5,14,1521
2,5,15,1560
2,5,16,1583
2,5,17,1520
2,5,18,1442
2,5,19,1448
2,5,20,1385
2,5,21,1544
2,5,22,1521
2,5,23,1509
2,6,0,1499
2,6,1,1436
2,6,2,1431
2,6,3,1471
2,6,4,1519
2,6,5,1518
2,6,6,1517
2,6,7,1565
2,6,8,1636
2,6,9,1657
2,6,10,1649
2,6,11,1662
2,6,12,1619
2,6,13,1576
2,6,14,1564
2,6,15,1566
2,6,16,1557
2,6,17,1561
2,6,18,1596
2,6,19,1619
2,6,20,1534
2,6,21,1484
2,6,22,1557
2,6,23,1634
2,7,0,1585
2,7,1,1584
2,7,2,1603
2,7,3,1563
2,7,4,1551
2,7,5,1588
2,7,6,1589
2,7,7,1670
2,7,8,1769
2,7,9,1743
2,7,10,1683
2,7,11,1594
2,7,12,1540
2,7,13,1569
2,7,14,1628
2,7,15,1617
2,7,16,1627
2,7,17,1584
2,7,18,1632
2,7,19,1672
2,7,20,1553
2,7,21,1457
2,7,22,1517
2,7,23,1591
2,8,0,1489
2,8,1,1504
2,8,2,1562
2,8,3,1542
2,8,4,1515
2,8,5,1552
2,8,6,1557
2,8,7,1598
2,8,8,1653
2,8,9,1640
2,8,10,1591
2,8,11,1581
2,8,12,1634
2,8,13,1637
2,8,14,1628
2,8,15,1625
2,8,16,1641
2,8,17,1568
2,8,18,1588
2,8,19,1653
2,8,20,1517
2,8,21,1478
2,8,22,1580
2,8,23,1619
2,9,0,1540
2,9,1,1551
2,9,2,1558
2,9,3,1565
2,9,4,1541
2,9,5,1554
2,9,6,1581
2,9,7,1717
2,9,8,1795
2,9,9,1837
2,9,10,1806
2,9,11,1736
2,9,12,1659
2,9,13,1591
2,9,14,1572
2,9,15,1574
2,9,16,1604
2,9,17,1541
2,9,18,1677
2,9,19,1755
2,9,20,1583
2,9,21,1526
2,9,22,1576
2,9,23,1643
2,10,0,1551
2,10,1,1488
2,10,2,1508
2,10,3,1532
2,10,4,1494
2,10,5,1526
2,10,6,1643
2,10,7,1761
2,10,8,1855
2,10,9,1846
2,10,10,1779
2,10,11,1759
2,10,12,1704
2,10,13,1584
2,10,14,1530
2,10,15,1469
2,10,16,1426
2,10,17,1493
2,10,18,1648
2,10,19,1731
2,10,20,1591
2,10,21,1535
2,10,22,1595
2,10,23,1668
2,11,0,1571
2,11,1,1456
2,11,2,1432
2,11,3,1465
2,11,4,1444
2,11,5,1456
2,11,6,1510
2,11,7,1641
2,11,8,1678
2,11,9,1691
2,11,10,1718
2,11,11,1723
2,11,12,1803
2,11,13,1723
2,11,14,1569
2,11,15,1495
2,11,16,1482
2,11,17,1501
2,11,18,1706
2,11,19,1819
2,11,20,1675
2,11,21,1689
2,11,22,1741
2,11,23,1764
2,12,0,1659
2,12,1,1603
2,12,2,1563
2,12,3,1483
2,12,4,1468
2,12,5,1456
2,12,6,1458
2,12,7,1484
2,12,8,1506
2,12,9,1555
2,12,10,1509
2,12,11,1494
2,12,12,1542
2,12,13,1378
2,12,14,1276
2,12,15,1296
2,12,16,1307
2,12,17,1372
2,12,18,1475
2,12,19,1568
2,12,20,1649
2,12,21,1501
2,12,22,1565
2,12,23,1652
2,13,0,1431
2,13,1,1410
2,13,2,1389
2,13,3,1348
2,13,4,1334
2,13,5,1428
2,13,6,1425
2,13,7,1465
2,13,8,1562
2,13,9,1617
2,13,10,1629
2,13,11,1622
2,13,12,1584
2,13,13,1503
2,13,14,1574
2,13,15,1638
2,13,16,1611
2,13,17,1561
2,13,18,1534
2,13,19,1655
2,13,20,1662
2,13,21,1686
2,13,22,1696
2,13,23,1653
2,14,0,1565
2,14,1,1600
2,14,2,1627
2,14,3,1648
2,14,4,1614
2,14,5,1528
2,14,6,1519
2,14,7,1631
2,14,8,1677
2,14,9,1751
2,14,10,1690
2,14,11,1634
2,14,12,1572
2,14,13,1566
2,14,14,1473
2,14,15,1445
2,14,16,1366
2,14,17,1327
2,14,18,1402
2,14,19,1626
2,14,20,1508
2,14,21,1477
2,14,22,1531
2,14,23,1629
2,15,0,1568
2,15,1,1520
2,15,2,1527
2,15,3,1531
2,15,4,1509
2,15,5,1515
2,15,6,1425
2,15,7,1465
2,15,8,1569
2,15,9,1604
2,15,10,1575
2,15,11,1495
2,15,12,1479
2,15,13,1489
2,15,14,1542
2,15,15,1448
2,15,16,1379
2,15,17,1332
2,15,18,1357
2,15,19,1482
2,15,20,1523
2,15,21,1589
2,15,22,1680
2,15,23,1646
2,16,0,1529
2,16,1,1533
2,16,2,1440
2,16,3,1577
2,16,4,1568
2,16,5,1506
2,16,6,1569
2,16,7,1582
2,16,8,1708
2,16,9,1637
2,16,10,1609
2,16,11,1597
2,16,12,1576
2,16,13,1445
2,16,14,1406
2,16,15,1455
2,16,16,1457
2,16,17,1387
2,16,18,1372
2,16,19,1536
2,16,20,1523
2,16,21,1542
2,16,22,1643
2,16,23,1717
2,17,0,1573
2,17,1,1518
2,17,2,1531
2,17,3,1607
2,17,4,1594
2,17,5,1516
2,17,6,1567
2,17,7,1699
2,17,8,1769
2,17,9,1696
2,17,10,1594
2,17,11,1526
2,17,12,1486
2,17,13,1403
2,17,14,1393
2,17,15,1361
2,17,16,1387
2,17,17,1347
2,17,18,1368
2,17,19,1445
2,17,20,1420
2,17,21,1473
2,17,22,1561
2,17,23,1596
2,18,0,1387
2,18,1,1385
2,18,2,1450
2,18,3,1483
2,18,4,1475
2,18,5,1500
2,18,6,1523
2,18,7,1549
2,18,8,1554
2,18,9,1455
2,18,10,1351
2,18,11,1296
2,18,12,1309
2,18,13,1286
2,18,14,1308
2,18,15,1383
2,18,16,1354
2,18,17,1306
2,18,18,1204
2,18,19,1263
2,18,20,1349
2,18,21,1353
2,18,22,1407
2,18,23,1446
2,19,0,1364
2,19,1,1286
2,19,2,1336
2,19,3,1368
2,19,4,1396
2,19,5,1366
2,19,6,1413
2,19,7,1414
2,19,8,1378
2,19,9,1302
2,19,10,1227
2,19,11,1258
2,19,12,1197
2,19,13,1217
2,19,14,1243
2,19,15,1248
2,19,16,1259
2,19,17,1225
2,19,18,1181
2,19,19,1238
2,19,20,1235
2,19,21,1349
2,19,22,1356
2,19,23,1443
2,20,0,1372
2,20,1,1352
2,20,2,1389
2,20,3,1420
2,20,4,1467
2,20,5,1429
2,20,6,1446
2,20,7,1424
2,20,8,1464
2,20,9,1477
2,20,10,1420
2,20,11,1391
2,20,12,1366
2,20,13,1331
2,20,14,1353
2,20,15,1375
2,20,16,1315
2,20,17,1292
2,20,18,1463
2,20,19,1475
2,20,20,1409
2,20,21,1426
2,20,22,1418
2,20,23,1512
2,21,0,1352
2,21,1,1355
2,21,2,1415
2,21,3,1412
2,21,4,1409
2,21,5,1405
2,21,6,1336
2,21,7,1360
2,21,8,1411
2,21,9,1399
2,21,10,1343
2,21,11,1336
2,21,12,1291
2,21,13,1250
2,21,14,1262
2,21,15,1276
2,21,16,1236
2,21,17,1252
2,21,18,1281
2,21,19,1385
2,21,20,1508
2,21,21,1566
2,21,22,1527
2,21,23,1564
2,22,0,1585
2,22,1,1494
2,22,2,1564
2,22,3,1585
2,22,4,1549
2,22,5,1582
2,22,6,1537
2,22,7,1559
2,22,8,1560
2,22,9,1558
2,22,10,1486
2,22,11,1541
2,22,12,1528
2,22,13,1497
2,22,14,1507
2,22,15,1441
2,22,16,1415
2,22,17,1423
2,22,18,1447
2,22,19,1610
2,22,20,1527
2,22,21,1540
2,22,22,1573
2,22,23,1599
2,23,0,1525
2,23,1,1530
2,23,2,1560
2,23,3,1489
2,23,4,1551
2,23,5,1566
2,23,6,1532
2,23,7,1619
2,23,8,1654
2,23,9,1662
2,23,10,1589
2,23,11,1542
2,23,12,1459
2,23,13,1461
2,23,14,1503
2,23,15,1530
2,23,16,1566
2,23,17,1550
2,23,18,1539
2,23,19,1607
2,23,20,1544
2,23,21,1523
2,23,22,1511
2,23,23,1556
2,24,0,1500
2,24,1,1440
2,24,2,1401
2,24,3,1364
2,24,4,1346
2,24,5,1211
2,24,6,1184
2,24,7,1303
2,24,8,1362
2,24,9,1352
2,24,10,1316
2,24,11,1274
2,24,12,1244
2,24,13,1207
2,24,14,1206
2,24,15,1163
2,24,16,1186
2,24,17,1139
2,24,18,1252
2,24,19,1384
2,24,20,1417
2,24,21,1343
2,24,22,1356
2,24,23,1395
2,25,0,1272
2,25,1,1228
2,25,2,1229
2,25,3,1175
2,25,4,1208
2,25,5,1239
2,25,6,1367
2,25,7,1388
2,25,8,1415
2,25,9,1350
2,25,10,1271
2,25,11,1246
2,25,12,1252
2,25,13,1273
2,25,14,1300
2,25,15,1270
2,25,16,1302
2,25,17,1302
2,25,18,1170
2,25,19,1258
2,25,20,1304
2,25,21,1299
2,25,22,1361
2,25,23,1360
2,26,0,1356
2,26,1,1353
2,26,2,1408
2,26,3,1405
2,26,4,1406
2,26,5,1469
2,26,6,1493
2,26,7,1491
2,26,8,1418
2,26,9,1341
2,26,10,1293
2,26,11,1274
2,26,12,1247
2,26,13,1231
2,26,14,1192
2,26,15,1136
2,26,16,1121
2,26,17,1148
2,26,18,1239
2,26,19,1262
2,26,20,1300
2,26,21,1311
2,26,22,1321
2,26,23,1420
2,27,0,1517
2,27,1,1511
2,27,2,1566
2,27,3,1613
2,27,4,1580
2,27,5,1500
2,27,6,1477
2,27,7,1360
2,27,8,1420
2,27,9,1492
2,27,10,1468
2,27,11,1399
2,27,12,1343
2,27,13,1334
2,27,14,1313
2,27,15,1309
2,27,16,1337
2,27,17,1307
2,27,18,1386
2,27,19,1517
2,27,20,1494
2,27,21,1495
2,27,22,1440
2,27,23,1492
2,28,0,1449
2,28,1,1445
2,28,2,1520
2,28,3,1456
2,28,4,1456
2,28,5,1516
2,28,6,1494
2,28,7,1608
2,28,8,1668
2,28,9,1740
2,28,10,1729
2,28,11,1596
2,28,12,1522
2,28,13,1383
2,28,14,1394
2,28,15,1359
2,28,16,1333
2,28,17,1280
2,28,18,1394
2,28,19,1459
2,28,20,1489
2,28,21,1477
2,28,22,1465
2,28,23,1576
3,1,0,1642
3,1,1,1639
3,1,2,1618
3,1,3,1570
3,1,4,1556
3,1,5,1572
3,1,6,1529
3,1,7,1631
3,1,8,1557
3,1,9,1542
3,1,10,1491
3,1,11,1509
3,1,12,1559
3,1,13,1517
3,1,14,1492
3,1,15,1466
3,1,16,1387
3,1,17,1436
3,1,18,1498
3,1,19,1551
3,1,20,1586
3,1,21,1567
3,1,22,1584
3,1,23,1628
3,2,0,1651
3,2,1,1602
3,2,2,1542
3,2,3,1516
3,2,4,1504
3,2,5,1537
3,2,6,1558
3,2,7,1626
3,2,8,1632
3,2,9,1609
3,2,10,1512
3,2,11,1455
3,2,12,1445
3,2,13,1387
3,2,14,1356
3,2,15,1291
3,2,16,1250
3,2,17,1179
3,2,18,1366
3,2,19,1525
3,2,20,1370
3,2,21,1318
3,2,22,1301
3,2,23,1313
3,3,0,1289
3,3,1,1249
3,3,2,1248
3,3,3,1243
3,3,4,1244
3,3,5,1294
3,3,6,1291
3,3,7,1370
3,3,8,1435
3,3,9,1464
3,3,10,1446
3,3,11,1369
3,3,12,1362
3,3,13,1308
3,3,14,1291
3,3,15,1318
3,3,16,1331
3,3,17,1392
3,3,18,1529
3,3,19,1365
3,3,20,1423
3,3,21,1449
3,3,22,1453
3,3,23,1420
3,4,0,1384
3,4,1,1483
3,4,2,1553
3,4,3,1619
3,4,4,1622
3,4,5,1555
3,4,6,1486
3,4,7,1431
3,4,8,1332
3,4,9,1330
3,4,10,1351
3,4,11,1358
3,4,12,1450
3,4,13,1395
3,4,14,1321
3,4,15,1302
3,4,16,1288
3,4,17,1246
3,4,18,1297
3,4,19,1384
3,4,20,1404
3,4,21,1424
3,4,22,1481
3,4,23,1488
3,5,0,1484
3,5,1,1459
3,5,2,1433
3,5,3,1385
3,5,4,1294
3,5,5,1293
3,5,6,1301
3,5,7,1348
3,5,8,1380
3,5,9,1436
3,5,10,1453
3,5,11,1473
3,5,12,1499
3,5,13,1424
3,5,14,1364
3,5,15,1366
3,5,16,1356
3,5,17,1310
3,5,18,1287
3,5,19,1426
3,5,20,1463
3,5,21,1449
3,5,22,1454
3,5,23,1520
3,6,0,1397
3,6,1,1348
3,6,2,1381
3,6,3,1453
3,6,4,1502
3,6,5,1445
3,6,6,1423
3,6,7,1540
3,6,8,1566
3,6,9,1640
3,6,10,1669
3,6,11,1610
3,6,12,1535
3,6,13,1435
3,6,14,1380
3,6,15,1401
