mois,jour,heure,perte
3,5,11,1533
3,5,12,1590
3,5,13,1478
3,5,14,1496
3,5,15,1543
3,5,16,1531
3,5,17,1576
3,5,18,1502
3,5,19,1580
3,5,20,1544
3,5,21,1468
3,5,22,1469
3,5,23,1510
3,6,0,1444
3,6,1,1372
3,6,2,1365
3,6,3,1365
3,6,4,1398
3,6,5,1406
3,6,6,1373
3,6,7,1431
3,6,8,1422
3,6,9,1399
3,6,10,1381
3,6,11,1389
3,6,12,1398
3,6,13,1392
3,6,14,1430
3,6,15,1443
3,6,16,1456
3,6,17,1396
3,6,18,1406
3,6,19,1583
3,6,20,1509
3,6,21,1389
3,6,22,1451
3,6,23,1536
3,7,0,1511
3,7,1,1484
3,7,2,1479
3,7,3,1422
3,7,4,1425
3,7,5,1423
3,7,6,1503
3,7,7,1605
3,7,8,1637
3,7,9,1626
3,7,10,1556
3,7,11,1558
3,7,12,1520
3,7,13,1481
3,7,14,1495
3,7,15,1501
3,7,16,1450
3,7,17,1459
3,7,18,1521
3,7,19,1772
3,7,20,1648
3,7,21,1538
3,7,22,1565
3,7,23,1598
3,8,0,1488
3,8,1,1427
3,8,2,1399
3,8,3,1355
3,8,4,1352
3,8,5,1440
3,8,6,1654
3,8,7,1850
3,8,8,1889
3,8,9,1802
3,8,10,1758
3,8,11,1714
3,8,12,1671
3,8,13,1636
3,8,14,1524
3,8,15,1522
3,8,16,1498
3,8,17,1518
3,8,18,1517
3,8,19,1696
3,8,20,1585
3,8,21,1490
3,8,22,1469
3,8,23,1531
3,9,0,1498
3,9,1,1478
3,9,2,1549
3,9,3,1522
3,9,4,1597
3,9,5,1587
3,9,6,1576
3,9,7,1666
3,9,8,1707
3,9,9,1694
3,9,10,1687
3,9,11,1666
3,9,12,1629
3,9,13,1607
3,9,14,1535
3,9,15,1492
3,9,16,1498
3,9,17,1531
3,9,18,1560
3,9,19,1628
3,9,20,1542
3,9,21,1426
3,9,22,1460
3,9,23,1509
3,10,0,1502
3,10,1,1486
3,10,2,1453
3,10,3,1412
3,10,4,1416
3,10,5,1421
3,10,6,1523
3,10,7,1631
3,10,8,1676
3,10,9,1719
3,10,10,1705
3,10,11,1698
3,10,12,1613
3,10,13,1573
3,10,14,1515
3,10,15,1541
3,10,16,1563
3,10,17,1563
3,10,18,1527
3,10,19,1663
3,10,20,1554
3,10,21,1495
3,10,22,1497
3,10,23,1511
3,11,0,1461
3,11,1,1406
3,11,2,1375
3,11,3,1342
3,11,4,1340
3,11,5,1367
3,11,6,1514
3,11,7,1692
3,11,8,1735
3,11,9,1718
3,11,10,1695
3,11,11,1615
3,11,12,1483
3,11,13,1434
3,11,14,1440
3,11,15,1424
3,11,16,1460
3,11,17,1401
3,11,18,1449
3,11,19,1470
3,11,20,1442
3,11,21,1404
3,11,22,1397
3,11,23,1402
3,12,0,1313
3,12,1,1290
3,12,2,1243
3,12,3,1233
3,12,4,1211
3,12,5,1225
3,12,6,1234
3,12,7,1224
3,12,8,1404
3,12,9,1355
3,12,10,1249
3,12,11,1198
3,12,12,1229
3,12,13,1193
3,12,14,1165
3,12,15,1148
3,12,16,1155
3,12,17,1265
3,12,18,1382
3,12,19,1303
3,12,20,1259
3,12,21,1252
3,12,22,1296
3,12,23,1343
3,13,0,1280
3,13,1,1238
3,13,2,1211
3,13,3,1182
3,13,4,1179
3,13,5,1180
3,13,6,1191
3,13,7,1188
3,13,8,1149
3,13,9,1168
3,13,10,1150
3,13,11,1177
3,13,12,1198
3,13,13,1189
3,13,14,1185
3,13,15,1185
3,13,16,1216
3,13,17,1195
3,13,18,1193
3,13,19,1225
3,13,20,1350
3,13,21,1325
3,13,22,1379
3,13,23,1494
3,14,0,1536
3,14,1,1506
3,14,2,1426
3,14,3,1385
3,14,4,1386
3,14,5,1343
3,14,6,1321
3,14,7,1419
3,14,8,1489
3,14,9,1478
3,14,10,1427
3,14,11,1376
3,14,12,1376
3,14,13,1350
3,14,14,1330
3,14,15,1319
3,14,16,1321
3,14,17,1357
3,14,18,1361
3,14,19,1409
3,14,20,1423
3,14,21,1396
3,14,22,1371
3,14,23,1391
3,15,0,1334
3,15,1,1293
3,15,2,1287
3,15,3,1279
3,15,4,1270
3,15,5,1293
3,15,6,1391
3,15,7,1531
3,15,8,1581
3,15,9,1571
3,15,10,1508
3,15,11,1471
3,15,12,1434
3,15,13,1396
3,15,14,1358
3,15,15,1358
3,15,16,1366
3,15,17,1376
3,15,18,1361
3,15,19,1442
3,15,20,1444
3,15,21,1394
3,15,22,1374
3,15,23,1371
3,16,0,1368
3,16,1,1376
3,16,2,1433
3,16,3,1392
3,16,4,1378
3,16,5,1383
3,16,6,1370
3,16,7,1461
3,16,8,1545
3,16,9,1604
3,16,10,1600
3,16,11,1627
3,16,12,1666
3,16,13,1625
3,16,14,1597
3,16,15,1550
3,16,16,1542
3,16,17,1513
3,16,18,1569
3,16,19,1678
3,16,20,1638
3,16,21,1590
3,16,22,1587
3,16,23,1622
3,17,0,1569
3,17,1,1491
3,17,2,1480
3,17,3,1435
3,17,4,1410
3,17,5,1379
3,17,6,1479
3,17,7,1587
3,17,8,1658
3,17,9,1633
3,17,10,1647
3,17,11,1585
3,17,12,1577
3,17,13,1568
3,17,14,1513
3,17,15,1448
3,17,16,1438
3,17,17,1412
3,17,18,1356
3,17,19,1425
3,17,20,1425
3,17,21,1445
3,17,22,1480
3,17,23,1505
3,18,0,1446
3,18,1,1426
3,18,2,1468
3,18,3,1406
3,18,4,1380
3,18,5,1425
3,18,6,1489
3,18,7,1521
3,18,8,1567
3,18,9,1532
3,18,10,1420
3,18,11,1416
3,18,12,1382
3,18,13,1336
3,18,14,1325
3,18,15,1297
3,18,16,1311
3,18,17,1291
3,18,18,1321
3,18,19,1384
3,18,20,1387
3,18,21,1411
3,18,22,1416
3,18,23,1476
3,19,0,1379
3,19,1,1360
3,19,2,1368
3,19,3,1357
3,19,4,1370
3,19,5,1364
3,19,6,1338
3,19,7,1333
3,19,8,1285
3,19,9,1222
3,19,10,1194
3,19,11,1190
3,19,12,1243
3,19,13,1191
3,19,14,1179
3,19,15,1169
3,19,16,1180
3,19,17,1194
3,19,18,1212
3,19,19,1320
3,19,20,1309
3,19,21,1280
3,19,22,1334
3,19,23,1359
3,20,0,1363
3,20,1,1373
3,20,2,1401
3,20,3,1370
3,20,4,1317
3,20,5,1304
3,20,6,1306
3,20,7,1271
3,20,8,1259
3,20,9,1203
3,20,10,1180
3,20,11,1154
3,20,12,1149
3,20,13,1130
3,20,14,1091
3,20,15,1094
3,20,16,1106
3,20,17,1100
3,20,18,1124
3,20,19,1272
3,20,20,1275
3,20,21,1225
3,20,22,1271
3,20,23,1332
3,21,0,1360
3,21,1,1360
3,21,2,1376
3,21,3,1349
3,21,4,1336
3,21,5,1355
3,21,6,1370
3,21,7,1438
3,21,8,1486
3,21,9,1502
3,21,10,1449
3,21,11,1434
3,21,12,1370
3,21,13,1344
3,21,14,1337
3,21,15,1324
3,21,16,1298
3,21,17,1326
3,21,18,1365
3,21,19,1487
3,21,20,1473
3,21,21,1392
3,21,22,1397
3,21,23,1367
3,22,0,1283
3,22,1,1268
3,22,2,1256
3,22,3,1235
3,22,4,1255
3,22,5,1266
3,22,6,1366
3,22,7,1510
3,22,8,1530
3,22,9,1510
3,22,10,1471
3,22,11,1449
3,22,12,1418
3,22,13,1385
3,22,14,1347
3,22,15,1289
3,22,16,1283
3,22,17,1273
3,22,18,1312
3,22,19,1409
3,22,20,1333
3,22,21,1364
3,22,22,1371
3,22,23,1331
3,23,0,1314
3,23,1,1305
3,23,2,1366
3,23,3,1360
3,23,4,1373
3,23,5,1401
3,23,6,1493
3,23,7,1629
3,23,8,1713
3,23,9,1654
3,23,10,1588
3,23,11,1607
3,23,12,1569
3,23,13,1478
3,23,14,1453
3,23,15,1421
3,23,16,1391
3,23,17,1426
3,23,18,1471
3,23,19,1542
3,23,20,1405
3,23,21,1350
3,23,22,1351
3,23,23,1386
3,24,0,1321
3,24,1,1299
3,24,2,1269
3,24,3,1221
3,24,4,1256
3,24,5,1290
3,24,6,1402
3,24,7,1540
3,24,8,1610
3,24,9,1572
3,24,10,1491
3,24,11,1473
3,24,12,1372
3,24,13,1310
3,24,14,1283
3,24,15,1264
3,24,16,1273
3,24,17,1293
3,24,18,1365
3,24,19,1375
3,24,20,1352
3,24,21,1362
3,24,22,1365
3,24,23,1365
3,25,0,1385
3,25,1,1450
3,25,2,1479
3,25,3,1451
3,25,4,1404
3,25,5,1432
3,25,6,1487
3,25,7,1579
3,25,8,1580
3,25,9,1577
3,25,10,1484
3,25,11,1462
3,25,12,1385
3,25,13,1331
3,25,14,1332
3,25,15,1316
3,25,16,1278
3,25,17,1239
3,25,18,1251
3,25,19,1294
3,25,20,1270
3,25,21,1236
3,25,22,1218
3,25,23,1255
3,26,0,1121
3,26,1,1095
3,26,2,1111
3,26,3,1104
3,26,4,1132
3,26,5,1109
3,26,6,1096
3,26,7,1070
3,26,8,1046
3,26,9,1067
3,26,10,1072
3,26,11,1070
3,26,12,1067
3,26,13,1055
3,26,14,1071
3,26,15,1039
3,26,16,1015
3,26,17,1011
3,26,18,1044
3,26,19,1130
3,26,20,1175
3,26,21,1211
3,26,22,1296
3,26,23,1440
3,27,0,1380
3,27,1,1392
3,27,2,1392
3,27,3,1283
3,27,4,1208
3,27,5,1176
3,27,6,1274
3,27,7,1291
3,27,8,1314
3,27,9,1287
3,27,10,1298
3,27,11,1305
3,27,12,1288
3,27,13,1304
3,27,14,1355
3,27,15,1243
3,27,16,1173
3,27,17,1085
3,27,18,1057
3,27,19,1033
3,27,20,1151
3,27,21,1176
3,27,22,1286
3,27,23,1414
3,28,0,1349
3,28,1,1231
3,28,2,1218
3,28,3,1154
3,28,4,1105
3,28,5,1116
3,28,6,1262
3,28,7,1405
3,28,8,1386
3,28,9,1447
3,28,10,1452
3,28,11,1350
3,28,12,1351
3,28,13,1309
3,28,14,1304
3,28,15,1226
3,28,16,1129
3,28,17,965
3,28,18,1031
3,28,19,1139
3,28,20,1214
3,28,21,1193
3,28,22,1303
3,28,23,1388
3,29,0,1327
3,29,1,1245
3,29,2,1242
3,29,3,1153
3,29,4,1127
3,29,5,1162
3,29,6,1176
3,29,7,1279
3,29,8,1366
3,29,9,1534
3,29,10,1509
3,29,11,1396
3,29,12,1365
3,29,13,1336
3,29,14,1248
3,29,15,1164
3,29,16,1170
3,29,17,1143
3,29,18,1149
3,29,19,1177
3,29,20,1203
3,29,21,1233
3,29,22,1294
3,29,23,1343
3,30,0,1329
3,30,1,1368
3,30,2,1363
3,30,3,1283
3,30,4,1271
3,30,5,1301
3,30,6,1356
3,30,7,1535
3,30,8,1619
3,30,9,1679
3,30,10,1659
3,30,11,1576
3,30,12,1582
3,30,13,1480
3,30,14,1434
3,30,15,1369
3,30,16,1346
3,30,17,1360
3,30,18,1421
3,30,19,1420
3,30,20,1337
3,30,21,1302
3,30,22,1365
3,30,23,1421
3,31,0,1326
3,31,1,1247
3,31,2,1217
3,31,3,1276
3,31,4,1278
3,31,5,1325
3,31,6,1352
3,31,7,1408
3,31,8,1456
3,31,9,1500
3,31,10,1517
3,31,11,1480
3,31,12,1446
3,31,13,1347
3,31,14,1301
3,31,15,1297
3,31,16,1311
3,31,17,1260
3,31,18,1269
3,31,19,1329
3,31,20,1305
3,31,21,1362
3,31,22,1396
3,31,23,1477
4,1,0,1430
4,1,1,1355
4,1,2,1303
4,1,3,1216
4,1,4,1212
4,1,5,1253
4,1,6,1474
4,1,7,1713
4,1,8,1826
4,1,9,1855
4,1,10,1710
4,1,11,1634
4,1,12,1578
4,1,13,1448
4,1,14,1417
4,1,15,1321
4,1,16,1229
4,1,17,1227
4,1,18,1244
4,1,19,1249
4,1,20,1227
4,1,21,1315
4,1,22,1367
4,1,23,1511
4,2,0,1345
4,2,1,1262
4,2,2,1261
4,2,3,1132
4,2,4,1111
4,2,5,1111
4,2,6,1143
4,2,7,1217
4,2,8,1311
4,2,9,1411
4,2,10,1378
4,2,11,1293
4,2,12,1326
4,2,13,1213
4,2,14,1118
4,2,15,1060
4,2,16,1015
4,2,17,1053
4,2,18,1202
4,2,19,1256
4,2,20,1223
4,2,21,1187
4,2,22,1249
4,2,23,1344
4,3,0,1217
4,3,1,1169
4,3,2,1122
4,3,3,1094
4,3,4,1120
4,3,5,1071
4,3,6,1065
4,3,7,1048
4,3,8,1091
4,3,9,1127
4,3,10,1072
4,3,11,1090
4,3,12,1115
4,3,13,1042
4,3,14,958
4,3,15,1046
4,3,16,1166
4,3,17,1181
4,3,18,1172
4,3,19,1182
4,3,20,1179
4,3,21,1105
4,3,22,1092
4,3,23,1155
4,4,0,1126
4,4,1,1070
4,4,2,1072
4,4,3,1078
4,4,4,1113
4,4,5,1149
4,4,6,1212
4,4,7,1284
4,4,8,1317
4,4,9,1325
4,4,10,1278
4,4,11,1269
4,4,12,1269
4,4,13,1244
4,4,14,1240
4,4,15,1241
4,4,16,1204
4,4,17,1183
4,4,18,1244
4,4,19,1362
4,4,20,1258
4,4,21,1257
4,4,22,1277
4,4,23,1311
4,5,0,1318
4,5,1,1350
4,5,2,1373
4,5,3,1402
4,5,4,1425
4,5,5,1378
4,5,6,1371
4,5,7,1436
4,5,8,1483
4,5,9,1503
4,5,10,1462
4,5,11,1476
4,5,12,1416
4,5,13,1374
4,5,14,1336
4,5,15,1367
4,5,16,1414
4,5,17,1479
4,5,18,1431
4,5,19,1386
4,5,20,1329
4,5,21,1245
4,5,22,1239
4,5,23,1265
4,6,0,1202
4,6,1,1164
4,6,2,1132
4,6,3,1125
4,6,4,1114
4,6,5,1145
4,6,6,1185
4,6,7,1291
4,6,8,1270
4,6,9,1296
4,6,10,1315
4,6,11,1254
4,6,12,1256
4,6,13,1236
4,6,14,1270
4,6,15,1274
4,6,16,1228
4,6,17,1195
4,6,18,1227
4,6,19,1199
4,6,20,1198
4,6,21,1255
4,6,22,1239
4,6,23,1245
4,7,0,1192
4,7,1,1179
4,7,2,1144
4,7,3,1115
4,7,4,1115
4,7,5,1177
4,7,6,1265
4,7,7,1351
4,7,8,1427
4,7,9,1460
4,7,10,1457
4,7,11,1462
4,7,12,1352
4,7,13,1300
4,7,14,1324
4,7,15,1350
4,7,16,1401
4,7,17,1391
4,7,18,1307
4,7,19,1315
4,7,20,1304
4,7,21,1325
4,7,22,1348
4,7,23,1330
4,8,0,1264
4,8,1,1248
4,8,2,1235
4,8,3,1244
4,8,4,1264
4,8,5,1296
4,8,6,1354
4,8,7,1391
4,8,8,1513
4,8,9,1559
4,8,10,1363
4,8,11,1348
4,8,12,1451
4,8,13,1403
4,8,14,1409
4,8,15,1417
4,8,16,1417
4,8,17,1490
4,8,18,1480
4,8,19,1449
4,8,20,1361
4,8,21,1325
4,8,22,1334
4,8,23,1343
4,9,0,1314
4,9,1,1170
4,9,2,1196
4,9,3,1249
4,9,4,1302
4,9,5,1282
4,9,6,1302
4,9,7,1266
4,9,8,1189
4,9,9,1235
4,9,10,1226
4,9,11,1211
4,9,12,1213
4,9,13,1148
4,9,14,1196
4,9,15,1204
4,9,16,1176
4,9,17,1255
4,9,18,1291
4,9,19,1352
4,9,20,1341
4,9,21,1178
4,9,22,1292
4,9,23,1432
4,10,0,1318
4,10,1,1233
4,10,2,1154
4,10,3,1111
4,10,4,1135
4,10,5,1143
4,10,6,1147
4,10,7,1174
4,10,8,1208
4,10,9,1249
4,10,10,1304
4,10,11,1313
4,10,12,1320
4,10,13,1278
4,10,14,1227
4,10,15,1239
4,10,16,1259
4,10,17,1304
4,10,18,1190
4,10,19,1150
4,10,20,1122
4,10,21,1177
4,10,22,1223
4,10,23,1278
4,11,0,1272
4,11,1,1257
4,11,2,1264
4,11,3,1323
4,11,4,1309
4,11,5,1329
4,11,6,1333
4,11,7,1335
4,11,8,1425
4,11,9,1426
4,11,10,1450
4,11,11,1433
4,11,12,1365
4,11,13,1396
4,11,14,1424
4,11,15,1451
4,11,16,1545
4,11,17,1513
4,11,18,1565
4,11,19,1627
4,11,20,1467
4,11,21,1281
4,11,22,1329
4,11,23,1391
4,12,0,1358
4,12,1,1350
4,12,2,1341
4,12,3,1384
4,12,4,1449
4,12,5,1452
4,12,6,1475
4,12,7,1442
4,12,8,1452
4,12,9,1495
4,12,10,1546
4,12,11,1609
4,12,12,1523
4,12,13,1480
4,12,14,1416
4,12,15,1419
4,12,16,1488
4,12,17,1522
4,12,18,1543
4,12,19,1540
4,12,20,1492
4,12,21,1322
4,12,22,1394
4,12,23,1323
4,13,0,1300
4,13,1,1331
4,13,2,1360
4,13,3,1495
4,13,4,1534
4,13,5,1582
4,13,6,1445
4,13,7,1564
4,13,8,1548
4,13,9,1621
4,13,10,1674
4,13,11,1691
4,13,12,1651
4,13,13,1615
4,13,14,1525
4,13,15,1513
4,13,16,1515
4,13,17,1479
4,13,18,1390
4,13,19,1381
4,13,20,1321
4,13,21,1196
4,13,22,1215
4,13,23,1234
4,14,0,1121
4,14,1,1159
4,14,2,1249
4,14,3,1322
4,14,4,1380
4,14,5,1370
4,14,6,1369
4,14,7,1403
4,14,8,1396
4,14,9,1427
4,14,10,1553
4,14,11,1610
4,14,12,1425
4,14,13,1365
4,14,14,1394
4,14,15,1374
4,14,16,1335
4,14,17,1304
4,14,18,1463
4,14,19,1565
4,14,20,1332
4,14,21,1236
4,14,22,1236
4,14,23,1187
4,15,0,1150
4,15,1,1134
4,15,2,1132
4,15,3,1134
4,15,4,1152
4,15,5,1194
4,15,6,1348
4,15,7,1348
4,15,8,1239
4,15,9,1234
4,15,10,1250
4,15,11,1254
4,15,12,1236
4,15,13,1251
4,15,14,1287
4,15,15,1445
4,15,16,1517
4,15,17,1587
4,15,18,1565
4,15,19,1502
4,15,20,1415
4,15,21,1269
4,15,22,1329
4,15,23,1359
4,16,0,1280
4,16,1,1334
4,16,2,1339
4,16,3,1397
4,16,4,1463
4,16,5,1418
4,16,6,1370
4,16,7,1274
4,16,8,1197
4,16,9,1155
4,16,10,1121
4,16,11,1137
4,16,12,1146
4,16,13,1032
4,16,14,1011
4,16,15,1100
4,16,16,1179
4,16,17,1221
4,16,18,1416
4,16,19,1442
4,16,20,1449
4,16,21,1308
4,16,22,1336
4,16,23,1391
4,17,0,1285
4,17,1,1183
4,17,2,1180
4,17,3,1236
4,17,4,1206
4,17,5,1133
4,17,6,1077
4,17,7,1081
4,17,8,1131
4,17,9,1156
4,17,10,1093
4,17,11,1094
4,17,12,1136
4,17,13,1082
4,17,14,1019
4,17,15,982
4,17,16,1028
4,17,17,1089
4,17,18,1326
4,17,19,1431
4,17,20,1295
4,17,21,1228
4,17,22,1306
4,17,23,1327
4,18,0,1261
4,18,1,1153
4,18,2,1096
4,18,3,1071
4,18,4,1103
4,18,5,1198
4,18,6,1502
4,18,7,1583
4,18,8,1490
4,18,9,1467
4,18,10,1388
4,18,11,1498
4,18,12,1437
4,18,13,1450
4,18,14,1350
4,18,15,1426
4,18,16,1441
4,18,17,1457
4,18,18,1459
4,18,19,1496
4,18,20,1344
4,18,21,1225
4,18,22,1390
4,18,23,1395
4,19,0,1312
4,19,1,1242
4,19,2,1245
4,19,3,1256
4,19,4,1319
4,19,5,1294
4,19,6,1371
4,19,7,1526
4,19,8,1539
4,19,9,1454
4,19,10,1376
4,19,11,1455
4,19,12,1304
4,19,13,1249
4,19,14,1291
4,19,15,1210
4,19,16,1185
4,19,17,1175
4,19,18,1123
4,19,19,1084
4,19,20,1037
4,19,21,1046
4,19,22,1077
4,19,23,1097
4,20,0,1032
4,20,1,1022
4,20,2,1020
4,20,3,1075
4,20,4,1093
4,20,5,1155
4,20,6,1111
4,20,7,1118
4,20,8,1210
4,20,9,1222
4,20,10,1200
4,20,11,1178
4,20,12,1140
4,20,13,1094
4,20,14,1080
4,20,15,1067
4,20,16,1094
4,20,17,1133
4,20,18,1172
4,20,19,1224
4,20,20,1154
4,20,21,1128
4,20,22,1099
4,20,23,1119
4,21,0,1049
4,21,1,1011
4,21,2,1066
4,21,3,1198
4,21,4,1307
4,21,5,1367
4,21,6,1279
4,21,7,1131
4,21,8,1174
4,21,9,1294
4,21,10,1330
4,21,11,1293
4,21,12,1285
4,21,13,1214
4,21,14,1214
4,21,15,1122
4,21,16,1082
4,21,17,1063
4,21,18,1094
4,21,19,1093
4,21,20,1083
4,21,21,1083
4,21,22,1145
4,21,23,1235
4,22,0,1155
4,22,1,1082
4,22,2,1065
4,22,3,1023
4,22,4,1050
4,22,5,1064
4,22,6,1066
4,22,7,1142
4,22,8,1233
4,22,9,1313
4,22,10,1305
4,22,11,1278
4,22,12,1244
4,22,13,1158
4,22,14,1085
4,22,15,1034
4,22,16,1019
4,22,17,1013
4,22,18,1041
4,22,19,1063
4,22,20,1080
4,22,21,1084
4,22,22,1160
4,22,23,1219
4,23,0,1177
4,23,1,1075
4,23,2,1071
4,23,3,1140
4,23,4,1236
4,23,5,1238
4,23,6,1208
4,23,7,1132
4,23,8,1077
4,23,9,1095
4,23,10,1117
4,23,11,1113
4,23,12,1153
4,23,13,1083
4,23,14,1008
4,23,15,986
4,23,16,1044
4,23,17,1234
4,23,18,1255
4,23,19,1198
4,23,20,1088
4,23,21,1011
4,23,22,1091
4,23,23,1157
4,24,0,1158
4,24,1,1094
4,24,2,1107
4,24,3,1149
4,24,4,1173
4,24,5,1141
4,24,6,1140
4,24,7,1231
4,24,8,1215
4,24,9,1230
4,24,10,1271
4,24,11,1331
4,24,12,1274
4,24,13,1190
4,24,14,1156
4,24,15,1212
4,24,16,1283
4,24,17,1345
4,24,18,1266
4,24,19,1221
4,24,20,1207
4,24,21,1232
4,24,22,1276
4,24,23,1300
4,25,0,1215
4,25,1,1160
4,25,2,1143
4,25,3,1178
4,25,4,1188
4,25,5,1220
4,25,6,1336
4,25,7,1519
4,25,8,1614
4,25,9,1605
4,25,10,1540
4,25,11,1476
4,25,12,1539
4,25,13,1486
4,25,14,1410
4,25,15,1276
4,25,16,1214
4,25,17,1216
4,25,18,1280
4,25,19,1363
4,25,20,1319
4,25,21,1324
4,25,22,1361
4,25,23,1392
4,26,0,1440
4,26,1,1291
4,26,2,1191
4,26,3,1094
4,26,4,1084
4,26,5,1157
4,26,6,1287
4,26,7,1482
4,26,8,1635
4,26,9,1644
4,26,10,1597
4,26,11,1527
4,26,12,1531
4,26,13,1448
4,26,14,1389
4,26,15,1313
4,26,16,1259
4,26,17,1258
4,26,18,1266
4,26,19,1325
4,26,20,1326
4,26,21,1440
4,26,22,1538
4,26,23,1586
4,27,0,1405
4,27,1,1311
4,27,2,1254
4,27,3,1194
4,27,4,1187
4,27,5,1253
4,27,6,1405
4,27,7,1686
4,27,8,1798
4,27,9,1753
4,27,10,1634
4,27,11,1578
4,27,12,1571
4,27,13,1499
4,27,14,1423
4,27,15,1355
4,27,16,1318
4,27,17,1261
4,27,18,1333
4,27,19,1415
4,27,20,1318
4,27,21,1329
4,27,22,1482
4,27,23,1488
4,28,0,1434
4,28,1,1304
4,28,2,1237
4,28,3,1199
4,28,4,1212
4,28,5,1268
4,28,6,1470
4,28,7,1655
4,28,8,1766
4,28,9,1748
4,28,10,1694
4,28,11,1624
4,28,12,1503
4,28,13,1413
4,28,14,1378
4,28,15,1276
4,28,16,1229
4,28,17,1207
4,28,18,1316
4,28,19,1370
4,28,20,1382
4,28,21,1318
4,28,22,1384
4,28,23,1408
4,29,0,1355
4,29,1,1293
4,29,2,1241
4,29,3,1204
4,29,4,1199
4,29,5,1221
4,29,6,1331
4,29,7,1551
4,29,8,1622
4,29,9,1595
4,29,10,1495
4,29,11,1458
4,29,12,1481
4,29,13,1380
4,29,14,1301
4,29,15,1242
4,29,16,1230
4,29,17,1237
4,29,18,1309
4,29,19,1388
4,29,20,1350
4,29,21,1398
4,29,22,1536
4,29,23,1600
4,30,0,1436
4,30,1,1315
4,30,2,1242
4,30,3,1125
4,30,4,1092
4,30,5,1100
4,30,6,1128
4,30,7,1159
4,30,8,1262
4,30,9,1272
4,30,10,1224
4,30,11,1193
4,30,12,1199
4,30,13,1142
4,30,14,1131
4,30,15,1179
4,30,16,1236
4,30,17,1224
4,30,18,1194
4,30,19,1187
4,30,20,1178
4,30,21,1117
4,30,22,1225
4,30,23,1367
5,1,0,1264
5,1,1,1185
5,1,2,1153
5,1,3,1116
5,1,4,1122
5,1,5,1126
5,1,6,1156
5,1,7,1167
5,1,8,1169
5,1,9,1200
5,1,10,1210
5,1,11,1222
5,1,12,1209
5,1,13,1170
5,1,14,1121
5,1,15,1169
5,1,16,1199
5,1,17,1272
5,1,18,1155
5,1,19,1106
5,1,20,1139
5,1,21,1092
5,1,22,1151
5,1,23,1226
5,2,0,1121
5,2,1,1070
5,2,2,1043
5,2,3,1029
5,2,4,1002
5,2,5,1050
5,2,6,1160
5,2,7,1238
5,2,8,1339
5,2,9,1444
5,2,10,1388
5,2,11,1367
5,2,12,1384
5,2,13,1299
5,2,14,1256
5,2,15,1193
5,2,16,1151
5,2,17,1150
5,2,18,1176
5,2,19,1229
5,2,20,1181
5,2,21,1174
5,2,22,1213
5,2,23,1238
5,3,0,1135
5,3,1,1066
5,3,2,1058
5,3,3,1056
5,3,4,1035
5,3,5,1033
5,3,6,1140
5,3,7,1311
5,3,8,1387
5,3,9,1368
5,3,10,1345
5,3,11,1336
5,3,12,1330
5,3,13,1276
5,3,14,1220
5,3,15,1169
5,3,16,1151
5,3,17,1108
5,3,18,1140
5,3,19,1125
5,3,20,1061
5,3,21,1059
5,3,22,1124
5,3,23,1195
5,4,0,1118
5,4,1,1048
5,4,2,1001
5,4,3,966
5,4,4,967
5,4,5,1026
5,4,6,1133
5,4,7,1288
5,4,8,1385
5,4,9,1378
5,4,10,1315
5,4,11,1246
5,4,12,1243
5,4,13,1201
5,4,14,1150
5,4,15,1122
5,4,16,1004
5,4,17,953
5,4,18,958
5,4,19,960
5,4,20,975
5,4,21,965
5,4,22,990
5,4,23,1027
5,5,0,954
5,5,1,922
5,5,2,929
5,5,3,928
5,5,4,966
5,5,5,963
5,5,6,942
5,5,7,927
5,5,8,917
5,5,9,936
5,5,10,947
5,5,11,937
5,5,12,963
5,5,13,934
5,5,14,889
5,5,15,879
5,5,16,894
5,5,17,943
5,5,18,999
5,5,19,963
5,5,20,951
5,5,21,951
5,5,22,963
5,5,23,984
5,6,0,915
5,6,1,904
5,6,2,939
5,6,3,957
5,6,4,985
5,6,5,959
5,6,6,934
5,6,7,946
5,6,8,973
5,6,9,1012
5,6,10,1032
5,6,11,1021
5,6,12,1016
5,6,13,973
5,6,14,956
5,6,15,931
5,6,16,934
5,6,17,963
5,6,18,996
5,6,19,998
5,6,20,949
5,6,21,925
5,6,22,961
5,6,23,1017
5,7,0,868
5,7,1,832
5,7,2,865
5,7,3,899
5,7,4,908
5,7,5,889
5,7,6,881
5,7,7,850
5,7,8,848
5,7,9,840
5,7,10,829
5,7,11,808
5,7,12,839
5,7,13,884
5,7,14,843
5,7,15,784
5,7,16,732
5,7,17,758
5,7,18,869
5,7,19,941
5,7,20,940
5,7,21,861
5,7,22,891
5,7,23,900
5,8,0,787
5,8,1,802
5,8,2,832
5,8,3,839
5,8,4,796
5,8,5,785
5,8,6,788
5,8,7,818
5,8,8,783
5,8,9,770
5,8,10,836
5,8,11,849
5,8,12,904
5,8,13,865
5,8,14,864
5,8,15,838
5,8,16,872
5,8,17,794
5,8,18,907
5,8,19,937
5,8,20,914
5,8,21,938
5,8,22,925
5,8,23,926
5,9,0,888
5,9,1,918
5,9,2,944
5,9,3,1035
5,9,4,1050
5,9,5,989
5,9,6,871
5,9,7,883
5,9,8,964
5,9,9,987
5,9,10,1012
5,9,11,1018
5,9,12,1031
5,9,13,968
5,9,14,970
5,9,15,972
5,9,16,964
5,9,17,994
